raw_sponsor,sponsor_clean,sponsor_parent,sponsor_type,match_status,confidence,decided_by,n_trials
GlaxoSmithKline Consumer Healthcare,GlaxoSmithKline,,industry,accepted,0.93,model,19
Goethe University Frankfurt,Goethe-Universität Frankfurt,,academic,accepted,0.86,model,19
Hospital Universitario La Paz,Hospital Universitario La Paz,,hospital,accepted,0.9,model,19
ISTITUTO  CLINICO  HUMANITAS,Istituto Clinico Humanitas,,hospital,accepted,0.95,model,19
Les Hopitaux Universitaires De Strasbourg,Hôpitaux Universitaires de Strasbourg,,hospital,accepted,0.98,model,19
Merck Sharp  Dohme BV,MSD,,industry,accepted,0.93,model,19
Organisation name was not entered,Organisation name was not entered,,unknown,accepted,0.3,model,19
Pharmacosmos A/S,Pharmacosmos,,industry,accepted,0.9,model,19
ROXALL Medizin GmbH,ROXALL Medizin,,industry,accepted,0.95,model,19
Stichting Radboud University Medical Center,Radboudumc,,hospital,accepted,0.94,model,19
"Takeda Development Center Americas, Inc.",Takeda,,industry,accepted,0.95,model,19
Takeda Development Centre Europe Ltd.,Takeda,,industry,accepted,0.95,model,19
The Royal Marsden NHS Foundation Trust,The Royal Marsden NHS Foundation Trust,,hospital,accepted,0.9,model,19
UCB Biopharma SPRL,UCB,,industry,accepted,0.95,model,19
Uppsala University,Uppsala University,,academic,accepted,0.93,model,19
Vejle Hospital,Vejle Sygehus,Sygehus Lillebælt,hospital,accepted,0.95,model,19
AZIENDA OSPEDALIERA OSPEDALI RIUNITI DI BERGAMO A.O. DI RILIEVO NAZIONALE,Azienda Ospedaliera Ospedali Riuniti di Bergamo,,hospital,accepted,0.95,model,18
Akershus University Hospital,Akershus Universitetssykehus,,hospital,accepted,0.97,model,18
Bioprojet Pharma,Bioprojet,,industry,accepted,0.96,model,18
CHRU De Nancy,Centre Hospitalier Régional Universitaire de Nancy,,hospital,accepted,0.95,model,18
Cancer Trials Ireland,Cancer Trials Ireland,,cooperative_group,accepted,0.97,model,18
Cliniques Universitaires Saint-Luc,Cliniques universitaires Saint-Luc,,hospital,accepted,0.95,model,18
FONDAZIONE NEOPLASIE SANGUE ONLUS,Fondazione Neoplasie Sangue,,foundation,accepted,0.95,model,18
Fondation Franc.Cancerologie Digestive,Fédération Francophone de Cancérologie Digestive,,cooperative_group,accepted,0.9,model,18
Gentofte Hospital,Herlev og Gentofte Hospital,,hospital,accepted,0.9,model,18
Gilead Sciences Incorporated,Gilead Sciences,,industry,accepted,0.98,model,18
GlaxoSmithKline RD Ltd,GlaxoSmithKline,,industry,accepted,0.95,model,18
HOSPICES CIVILS DE LYON,Hospices Civils de Lyon,,hospital,accepted,0.98,model,18
Hemato-Oncologie voor Volwassenen Nederland (Hovon) Stichting,HOVON,,cooperative_group,accepted,0.97,model,18
Inserm,Inserm,,public_body,accepted,0.95,model,18
KU Leuven,KU Leuven,,academic,accepted,0.95,model,18
Kings College London,King's College London,,academic,accepted,0.88,model,18
Nektar Therapeutics,Nektar Therapeutics,,industry,accepted,0.9,model,18
Neurocrine Biosciences Inc.,Neurocrine Biosciences,,industry,accepted,0.96,model,18
"Pfizer Inc.235 East 42nd Street, New York, NY 10017",Pfizer,,industry,accepted,0.97,model,18
Pharma Mar S.A.,PharmaMar,,industry,accepted,0.97,model,18
Prinses Maxima Centrum voor Kinderoncologie B.V.,Prinses Máxima Centrum voor Kinderoncologie,,hospital,accepted,0.95,model,18
Schering AG,Schering,Bayer,industry,accepted,0.85,model,18
Sint Maartenskliniek,Sint Maartenskliniek,,hospital,accepted,0.96,model,18
UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,Università degli Studi di Napoli Federico II,,academic,accepted,0.95,model,18
University Hospital Tuebingen,Universitätsklinikum Tübingen,,hospital,accepted,0.93,model,18
University of Bristol,University of Bristol,,academic,accepted,0.95,model,18
sanofi-aventis recherche et dveloppement,Sanofi,,industry,accepted,0.95,model,18
AZIENDA OSPEDALIERA OSPEDALE NIGUARDA CA GRANDA A.O. DI RILIEVO NAZIONALE,Azienda Ospedaliera Ospedale Niguarda Ca' Granda,,hospital,accepted,0.95,model,17
AZIENDA OSPEDALIERA OSPEDALE POLICLINICO CONSORZIALE,Policlinico di Bari,,hospital,accepted,0.75,model,17
AZIENDA OSPEDALIERO UNIVERSITARIA OSPEDALI RIUNITI UMBERTO I - G.M.LANCISI - G.SALESI,Azienda Ospedaliero Universitaria Ospedali Riuniti Umberto I - G.M. Lancisi - G. Salesi,,hospital,accepted,0.75,model,17
"Amicus Therapeutics, Inc.",Amicus Therapeutics,,industry,accepted,0.97,model,17
Astellas Pharma Europe Ltd.,Astellas,,industry,accepted,0.95,model,17
Bluepharma Industria Farmaceutica S.A.,Bluepharma,,industry,accepted,0.95,model,17
CHU DE POITIERS,CHU de Poitiers,,hospital,accepted,0.97,model,17
CONSORZIO ONCOTECH,Consorzio Oncotech,,network,accepted,0.95,model,17
Centre Hospitalier Regional Et Universitaire De Brest,Centre Hospitalier Régional et Universitaire de Brest,,hospital,accepted,0.95,model,17
Centre Hospitalier Universitaire De Lille,Centre Hospitalier Universitaire de Lille,,hospital,accepted,0.95,model,17
Erasmus MC Cancer Institute,Erasmus MC,,hospital,accepted,0.93,model,17
European Organisation For Research And Treatment Of Cancer,European Organisation for Research and Treatment of Cancer,,cooperative_group,accepted,0.97,model,17
European Organisation for Research and Treatment of Cancer EORTC,European Organisation for Research and Treatment of Cancer,,cooperative_group,accepted,0.97,model,17
Fundacio Hospital Universitari Vall D’Hebron Institut De Recerca,Vall d'Hebron Institut de Recerca,,academic,accepted,0.93,model,17
GWT-TUD GmbH,GWT-TUD,,academic,accepted,0.97,model,17
Grupo de Tratamiento de los Tumores Digestivos TTD,Grupo de Tratamiento de los Tumores Digestivos (TTD),,cooperative_group,accepted,0.93,model,17
Guys and St Thomas NHS Foundation Trust,Guy's and St Thomas' NHS Foundation Trust,,hospital,accepted,0.98,model,17
Hvidovre Hospital,Hvidovre Hospital,,hospital,accepted,0.95,model,17
IRCCS ISTITUTO CLINICO HUMANITAS,Istituto Clinico Humanitas,,hospital,accepted,0.95,model,17
IRCCS- ISTITUTO DI RICERCHE FARMACOLOGICHE MARIO NEGRI,Istituto di Ricerche Farmacologiche Mario Negri,,academic,accepted,0.92,model,17
ISTITUTO NEUROLOGICO CARLO BESTA,Fondazione IRCCS Istituto Neurologico Carlo Besta,,hospital,accepted,0.95,model,17
Immunovant Sciences GmbH,Immunovant,,industry,accepted,0.9,model,17
Institut Curie,Institut Curie,,academic,accepted,0.97,model,17
Karolinska Universitetssjukhuset,Karolinska Universitetssjukhuset,,hospital,accepted,0.88,model,17
LETI Pharma GmbH,LETI,,industry,accepted,0.95,model,17
"Pfizer Inc. 235 East 42nd Street, New York, NY 10017",Pfizer,,industry,accepted,0.97,model,17
Radboud university medical center,Radboudumc,,hospital,accepted,0.94,model,17
Region Uppsala,Region Uppsala,,public_body,accepted,0.85,model,17
"Roche Farma, S.A.",Roche,,industry,accepted,0.97,model,17
Roche Pharma AG,Roche,,industry,accepted,0.97,model,17
The Medicines Company,The Medicines Company,,industry,accepted,0.95,model,17
Universittsklinikum Mnster,Universitätsklinikum Münster,,hospital,accepted,0.95,model,17
Alnylam Pharmaceuticals Inc.,Alnylam Pharmaceuticals,,industry,accepted,0.99,model,16
Array BioPharma Inc.,Array BioPharma,Pfizer,industry,accepted,0.95,model,16
CHU de Toulouse,Centre Hospitalier Universitaire de Toulouse,,hospital,accepted,0.96,model,16
Centre Hospitalier Regional De Marseille,Assistance Publique - Hôpitaux de Marseille,,hospital,accepted,0.62,model,16
Centre Hospitalier Universitaire De Saint Etienne,Centre Hospitalier Universitaire de Saint-Étienne,,hospital,accepted,0.98,model,16
Centre Hospitalier Universitaire Grenoble Alpes,Centre Hospitalier Universitaire Grenoble Alpes,,hospital,accepted,0.97,model,16
Cliniques universitaires Saint-Luc,Cliniques universitaires Saint-Luc,,hospital,accepted,0.95,model,16
FONDAZIONE IRCCS CA GRANDA OSPEDALE MAGGIORE POLICLINICO,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,,hospital,accepted,0.93,model,16
Fondazione Gimema Franco Mandelli Onlus,Fondazione GIMEMA Franco Mandelli,,cooperative_group,accepted,0.9,model,16
Helsinki University Hospital,Helsinki University Hospital,,hospital,accepted,0.9,model,16
ISTITUTO SCIENTIFICO ROMAGNOLO PER LO STUDIO E LA CURA DEI TUMORI,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori,,hospital,accepted,0.94,model,16
Janssen Sciences Ireland UC,Janssen,Johnson & Johnson,industry,accepted,0.93,model,16
Laboratorios Cinfa S.A.,Cinfa,,industry,accepted,0.9,model,16
"MedImmune, LLC",MedImmune,AstraZeneca,industry,accepted,0.97,model,16
"Merck Sharp  Dohme Corp., a subsidiary of Merck  Co., Inc",MSD,,industry,accepted,0.93,model,16
Moorfields Eye Hospital,Moorfields Eye Hospital NHS Foundation Trust,,hospital,accepted,0.95,model,16
Mundipharma Research GmbH  Co. KG,Mundipharma,,industry,accepted,0.95,model,16
North Bristol NHS Trust,North Bristol NHS Trust,,hospital,accepted,0.93,model,16
Novartis Pharmaceuticals UK Ltd,Novartis,,industry,accepted,0.95,model,16
Sunovion Pharmaceuticals Inc.,Sunovion Pharmaceuticals,,industry,accepted,0.93,model,16
Tibotec Pharmaceuticals,Tibotec,Johnson & Johnson,industry,accepted,0.95,model,16
Universitair Ziekenhuis Brussel,Universitair Ziekenhuis Brussel,,hospital,accepted,0.88,model,16
University of Liverpool,University of Liverpool,,academic,accepted,0.82,model,16
Vall D Hebron Institute Of Oncology,Vall d'Hebron Institute of Oncology,,academic,accepted,0.8,model,16
Aarhus University,Aarhus Universitet,,academic,accepted,0.95,model,15
Arrowhead Pharmaceuticals Inc.,Arrowhead Pharmaceuticals,,industry,accepted,0.96,model,15
Barts Health NHS Trust,Barts Health NHS Trust,,hospital,accepted,0.85,model,15
Bayer Consumer Care AG,Bayer,,industry,accepted,0.95,model,15
Bayer Schering Pharma AG,Bayer,,industry,accepted,0.95,model,15
Belfast Health and Social Care Trust,Belfast Health and Social Care Trust,,hospital,accepted,0.85,model,15
Bracco Imaging S.p.A.,Bracco,,industry,accepted,0.95,model,15
Cambridge University Hospitals NHS Foundation Trust and University of Cambridge,Cambridge University Hospitals NHS Foundation Trust,,hospital,accepted,0.88,model,15
Cancer Research UK,Cancer Research UK,,charity,accepted,0.98,model,15
Centre Hospitalier Universitaire De Nimes,Centre Hospitalier Universitaire de Nîmes,,hospital,accepted,0.98,model,15
Eli Lilly and Company limited,Eli Lilly,,industry,accepted,0.96,model,15
Fundaci Clinic per a la Recerca Biomdica,Fundació Clínic per a la Recerca Biomèdica,,foundation,accepted,0.93,model,15
Fundaci Parc Taul,Fundació Parc Taulí,,foundation,accepted,0.85,model,15
GOIM GRUPPO ONCOLOGICO MERIDIONALE,Gruppo Oncologico dell'Italia Meridionale,,cooperative_group,accepted,0.95,model,15
Galderma RD SNC,Galderma,,industry,accepted,0.95,model,15
Galderma S.A.,Galderma,,industry,accepted,0.95,model,15
Gilead Sciences Inc,Gilead Sciences,,industry,accepted,0.98,model,15
Hellenic Institute for the Study of Sepsis,Hellenic Institute for the Study of Sepsis,,foundation,accepted,0.97,model,15
ISTITUTO SCIENTIFICO ROMAGNOLO PER LO STUDIO E LA CURA DEI TUMORI IRST S.R.L. IRCCS,Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori,,hospital,accepted,0.94,model,15
ITALFARMACO,Italfarmaco,,industry,accepted,0.97,model,15
Janssen Biologics B.V.,Janssen,Johnson & Johnson,industry,accepted,0.97,model,15
"Janssen-Cilag International NV, Turnhoutseweg 30, 2340 Beerse, Belgium",Janssen,Johnson & Johnson,industry,accepted,0.95,model,15
Kite Pharma Inc.,Kite Pharma,Gilead Sciences,industry,accepted,0.97,model,15
Laboratorios Alter S.A.,Alter,,industry,accepted,0.85,model,15
Leeds Teaching Hospitals NHS Trust,Leeds Teaching Hospitals NHS Trust,,hospital,accepted,0.85,model,15
Medical University Of Gdansk,Medical University of Gdansk,,academic,accepted,0.9,model,15
Menarini Ricerche S.p.A.,Menarini,,industry,accepted,0.95,model,15
Merck Sharp  Dohme Corp.,MSD,,industry,accepted,0.93,model,15
NOVARTIS VACCINES AND DIAGNOSTICS S.R.L.,Novartis,,industry,accepted,0.95,model,15
Sanofi-aventis Recherche  Dveloppement,Sanofi,,industry,accepted,0.95,model,15
St. Antonius Hospital,St. Antonius Ziekenhuis,,hospital,accepted,0.92,model,15
Takeda Global Research  Development Centre Europe Ltd.,Takeda,,industry,accepted,0.95,model,15
UCB Pharma S.A.,UCB,,industry,accepted,0.95,model,15
Universittsklinikum Ulm,Universitätsklinikum Ulm,,hospital,accepted,0.9,model,15
University Hospital Of Clermont-Ferrand,CHU de Clermont-Ferrand,,hospital,accepted,0.97,model,15
Vifor International Inc.,Vifor Pharma,,industry,accepted,0.9,model,15
Zealand University Hospital,Zealand University Hospital,,hospital,accepted,0.95,model,15
AZIENDA OSPEDALIERA S. LUIGI GONZAGA,Azienda Ospedaliero-Universitaria San Luigi Gonzaga,,hospital,accepted,0.95,model,14
AZIENDA OSPEDALIERA UNIVERSITARIA INTEGRATA VERONA,Azienda Ospedaliera Universitaria Integrata Verona,,hospital,accepted,0.85,model,14
"Amgen, Inc.",Amgen,,industry,accepted,0.97,model,14
"BIAL - Portela  Ca, S.A.",BIAL,,industry,accepted,0.98,model,14
Bayer Consumer Care AG / Bayer AG,Bayer,,industry,accepted,0.95,model,14
Boehringer Ingelheim,Boehringer Ingelheim,,industry,accepted,0.97,model,14
CENTRE LEON BERARD,Centre Léon Bérard,,hospital,accepted,0.98,model,14
CHRU de TOURS,Centre Hospitalier Régional Universitaire de Tours,,hospital,accepted,0.93,model,14
Cambridge University Hospitals NHS Foundation Trust and the University of Cambridge,Cambridge University Hospitals NHS Foundation Trust,,hospital,accepted,0.88,model,14
Centocor B.V.,Centocor,Johnson & Johnson,industry,accepted,0.97,model,14
Central Manchester University Hospitals NHS Foundation Trust,Central Manchester University Hospitals NHS Foundation Trust,,hospital,accepted,0.85,model,14
Centre Lon Brard,Centre Léon Bérard,,hospital,accepted,0.8,model,14
Erasmus Medical Center,Erasmus MC,,hospital,accepted,0.93,model,14
Exelixis Inc.,Exelixis,,industry,accepted,0.99,model,14
Fondazione GONO G.I.,Fondazione GONO,,foundation,accepted,0.9,model,14
Fresenius Kabi Deutschland GmbH,Fresenius Kabi,Fresenius,industry,accepted,0.95,model,14
GERCOR,GERCOR,,cooperative_group,accepted,0.95,model,14
GRUPPO ONCOLOGICO ITALIANO DI RICERCA CLINICA GOIRC,Gruppo Oncologico Italiano di Ricerca Clinica,,cooperative_group,accepted,0.95,model,14
GlaxoSmithKline Research and Development,GlaxoSmithKline,,industry,accepted,0.97,model,14
Herlev Hospital,Herlev Hospital,,hospital,accepted,0.95,model,14
Hexal AG,Hexal,Sandoz,industry,accepted,0.93,model,14
Hull and East Yorkshire Hospitals NHS Trust,Hull and East Yorkshire Hospitals NHS Trust,,hospital,accepted,0.95,model,14
ImClone LLC,ImClone Systems,Eli Lilly,industry,accepted,0.95,model,14
Institut De Cancerologie De L Ouest,Institut de Cancerologie de l'Ouest,,hospital,accepted,0.9,model,14
Instituto Cientfico y Tecnolgico de Navarra,Instituto Científico y Tecnológico de Navarra,,academic,accepted,0.95,model,14
Intercell AG,Intercell,,industry,accepted,0.95,model,14
Intergroupe Francophone De Cancerologie Thoracique,Intergroupe Francophone de Cancérologie Thoracique,,cooperative_group,accepted,0.9,model,14
Klinikum der Universitaet Muenchen AöR,Klinikum der Universität München,,hospital,accepted,0.95,model,14
LFB BIOTECHNOLOGIES,LFB,,industry,accepted,0.95,model,14
"Lexicon Pharmaceuticals, Inc.",Lexicon Pharmaceuticals,,industry,accepted,0.99,model,14
Medizinische Universitt Innsbruck,Medizinische Universität Innsbruck,,academic,accepted,0.94,model,14
Merck Sharp  Dohme Europe Inc.,MSD,,industry,accepted,0.93,model,14
Novartis Farmacutica S.A.,Novartis,,industry,accepted,0.95,model,14
Novartis Pharma Service AG,Novartis,,industry,accepted,0.95,model,14
Orion Corporation Orion Pharma,Orion,,industry,accepted,0.95,model,14
"PTC Therapeutics, Inc.",PTC Therapeutics,,industry,accepted,0.98,model,14
"Seattle Genetics, Inc.",Seattle Genetics,,industry,accepted,0.97,model,14
Semmelweis University,Semmelweis University,,academic,accepted,0.9,model,14
Shire Development LLC,Shire,Takeda,industry,accepted,0.9,model,14
Takeda Pharma GmbH,Takeda,,industry,accepted,0.95,model,14
The University Of Birmingham,University of Birmingham,,academic,accepted,0.9,model,14
Universitaetsklinikum Erlangen AöR,Universitätsklinikum Erlangen,,hospital,accepted,0.95,model,14
Universitt Leipzig,Universität Leipzig,,academic,accepted,0.96,model,14
University Hospital Tbingen,Universitätsklinikum Tübingen,,hospital,accepted,0.9,model,14
University of Southampton,University of Southampton,,academic,accepted,0.95,model,14
"Wyeth Research Division of Wyeth Pharmaceuticals Inc., Clinical Research and Development",Wyeth,Pfizer,industry,accepted,0.95,model,14
sanofi-aventis Recherche  Dveloppement,Sanofi,,industry,accepted,0.95,model,14
AZIENDA OSPEDALIERA ARCISPEDALE S. MARIA NUOVA,Arcispedale Santa Maria Nuova di Reggio Emilia,,hospital,accepted,0.9,model,13
AZIENDA OSPEDALIERA ISTITUTI OSPITALIERI DI VERONA,Azienda Ospedaliera Istituti Ospitalieri di Verona,,hospital,accepted,0.9,model,13
AZIENDA OSPEDALIERA UNIVERSITARIA CAREGGI,Azienda Ospedaliero-Universitaria Careggi,,hospital,accepted,0.97,model,13
AZIENDA SANITARIA OSPEDALIERA  S. GIOVANNI BATTISTA DI TORINO,Azienda Sanitaria Ospedaliera S. Giovanni Battista di Torino,,hospital,accepted,0.97,model,13
Allergan Ltd,Allergan,,industry,accepted,0.95,model,13
Arbeitsgemeinschaft medikamentse Tumortherapie gemeinntzige GmbH,Arbeitsgemeinschaft Medikamentöse Tumortherapie,,cooperative_group,accepted,0.97,model,13
Azienda Ospedaliero Universitaria Di Modena,Azienda Ospedaliero-Universitaria di Modena,,hospital,accepted,0.9,model,13
Barts and The London NHS Trust,Barts Health NHS Trust,,hospital,accepted,0.85,model,13
Barts and the London NHS Trust,Barts Health NHS Trust,,hospital,accepted,0.85,model,13
Centre Hospitalier Regional Universitaire,Centre Hospitalier Regional Universitaire,,hospital,accepted,0.5,model,13
Chemo Research S.L.,Chemo,,industry,accepted,0.75,model,13
Clnica Universidad de Navarra/Universidad de Navarra,Clínica Universidad de Navarra,,hospital,accepted,0.9,model,13
ETOP IBCSG Partners Foundation,ETOP IBCSG Partners Foundation,,foundation,accepted,0.95,model,13
F.Hoffmann-La Roche Ltd,Roche,,industry,accepted,0.97,model,13
Fondazione IRCCS Istituto Nazionale dei Tumori,Fondazione IRCCS Istituto Nazionale dei Tumori,,hospital,accepted,0.82,model,13
