raw_substance,substance_clean,substance_salt,substance_type,match_status,confidence,decided_by,n_trials
Acetylcysteine,N-acetylcysteine,,,accepted,1,registry,25
BLEOMYCIN,Bleomycin,sulfate,,accepted,1,registry,25
Botox,Onabotulinumtoxina,,,accepted,0.97,model,25
Colecalciferol,Colecalciferol,,,accepted,1,registry,25
DAPTOMYCIN,Daptomycin,,,accepted,1,registry,25
DOXYCYCLINE,Doxycycline,,,accepted,1,registry,25
Dasatinib,Dasatinib,,,accepted,1,registry,25
FOSFOMYCIN,Fosfomycin,sodium,,accepted,1,registry,25
Fulvestrant,Fulvestrant,,,accepted,1,registry,25
Haemagglutinin from A,Influenza a haemagglutinin,,vaccine,accepted,0.8,model,25
Haemagglutinin from B,Influenza b haemagglutinin,,vaccine,accepted,0.8,model,25
IMATINIB,Imatinib,,,accepted,1,registry,25
INDOCYANINE GREEN,Indocyanine green,,,accepted,1,registry,25
Insulin aspart,Insulin aspart,,,accepted,1,registry,25
LEVODOPA,Levodopa,,,accepted,1,registry,25
LEVOSIMENDAN,Levosimendan,,,accepted,1,registry,25
MITOMYCIN,Mitomycin,,,accepted,1,registry,25
Ocrevus 300 mg concentrate for solution for infusion,Ocrelizumab,,,accepted,1,registry,25
PIPERACILLIN,Piperacillin,sodium,,accepted,1,registry,25
Peginterferon alfa-2a,Peginterferon alfa-2a,,,accepted,1,registry,25
Piperacillin,Piperacillin,sodium,,accepted,1,registry,25
REGORAFENIB,Regorafenib,,,accepted,1,registry,25
Rilvegostomig,Rilvegostomig,,,accepted,1,registry,25
SALMETEROL,Salmeterol,xinafoate,,accepted,1,registry,25
SIMVASTATIN,Simvastatin,,,accepted,1,registry,25
TADALAFIL,Tadalafil,,,accepted,1,registry,25
TERIFLUNOMIDE,Teriflunomide,,,accepted,1,registry,25
Tramadol,Tramadol,hydrochloride,,accepted,1,registry,25
Truxima 500 mg concentrate for solution for infusion,Rituximab,,,accepted,1,registry,25
Verzenios 50 mg film-coated tablets,Abemaciclib,,,accepted,1,registry,25
olaparib,Olaparib,,,accepted,1,registry,25
67,,,,rejected,,,24
ABACAVIR,Abacavir,sulfate,,accepted,1,registry,24
ALIMTA 500 mg powder for concentrate for solution for infusion,Pemetrexed,,,accepted,0.9,model,24
AZATHIOPRINE,Azathioprine,sodium,,accepted,1,registry,24
Amlodipine,Amlodipine,,,accepted,1,registry,24
CAPECITABINA,Capecitabine,,,accepted,1,registry,24
CISPLATINO,Cisplatin,,,accepted,1,registry,24
Carboplatin Hikma 10 mg,Carboplatin,,,accepted,1,registry,24
DABIGATRAN ETEXILATE,Dabigatran etexilate,,,accepted,1,registry,24
Diphtheria toxoid,Diphtheria toxoid,,,accepted,1,registry,24
Elvitegravir,Elvitegravir,,,accepted,1,registry,24
Fingolimod,Fingolimod,hydrochloride,,accepted,1,registry,24
HYDROXYCHLOROQUINE,Hydroxychloroquine,sulfate,,accepted,1,registry,24
Herceptin 150 mg powder for concentrate for solution for infusion,Trastuzumab,,,accepted,1,registry,24
IBRUTINIB,Ibrutinib,,,accepted,1,registry,24
Imnovid 3 mg hard capsules,Pomalidomide,,,accepted,1,registry,24
Lopinavir,Lopinavir,,,accepted,1,registry,24
MK-2870,Sacituzumab tirumotecan,,,accepted,1,registry,24
MORPHINE,Morphine,,,accepted,1,registry,24
Mesalazine,Mesalazine,,,accepted,1,registry,24
Pazopanib,Pazopanib,hydrochloride,,accepted,1,registry,24
REMIFENTANIL,Remifentanil,hydrochloride,,accepted,1,registry,24
SULFAMETHOXAZOLE,Sulfamethoxazole,,,accepted,1,registry,24
Tislelizumab,Tislelizumab,,,accepted,1,registry,24
Vildagliptin,Vildagliptin,,,accepted,1,registry,24
clopidogrel,Clopidogrel,,,accepted,1,registry,24
erlotinib,Erlotinib,hydrochloride,,accepted,1,registry,24
"mL, solution à diluer pour perfusion",,,,rejected,,,24
ml Solution for Injection or Infusion,,,,rejected,,,24
valsartan,Valsartan,,,accepted,1,registry,24
2004,,,,rejected,,,23
AZITHROMYCIN,Azithromycin,monohydrate,,accepted,1,registry,23
Acetylsalicylic acid,Acetylsalicylic acid,,,accepted,1,registry,23
Azithromycin,Azithromycin,monohydrate,,accepted,1,registry,23
BIMATOPROST,Bimatoprost,,,accepted,1,registry,23
Cannabidiol,Cannabidiol,,,accepted,1,registry,23
DARBEPOETIN ALFA,Darbepoetin alfa,,,accepted,1,registry,23
ESTRADIOL HEMIHYDRATE,Estradiol,,,accepted,1,registry,23
Ezetimibe,Ezetimibe,,,accepted,1,registry,23
FENTANYL CITRATE,Fentanyl,,,accepted,1,registry,23
FILGOTINIB,Filgotinib,maleate,,accepted,1,registry,23
IMJUDO 20 mg,Tremelimumab,,,accepted,1,registry,23
Interferon beta-1a,Interferon beta-1a,,,accepted,1,registry,23
LAPATINIB,Lapatinib,,,accepted,1,registry,23
LEUPRORELIN,Leuprolide,,,accepted,1,registry,23
Maraviroc,Maraviroc,,,accepted,1,registry,23
Moxifloxacin,Moxifloxacin,hydrochloride,,accepted,1,registry,23
OLAPARIB,Olaparib,,,accepted,1,registry,23
Perjeta 420 mg concentrate for solution for infusion,Pertuzumab,,,accepted,1,registry,23
Pioglitazone,Pioglitazone,hydrochloride,,accepted,1,registry,23
QUETIAPINE,Quetiapine,fumarate,,accepted,1,registry,23
Regorafenib,Regorafenib,,,accepted,1,registry,23
Revlimid 15 mg hard capsules,Lenalidomide,,,accepted,1,registry,23
SITAGLIPTIN,Sitagliptin,,,accepted,1,registry,23
Salmeterol xinafoate,Salmeterol,xinafoate,,accepted,1,registry,23
TAZOBACTAM,Tazobactam,sodium,,accepted,1,registry,23
TRAMETINIB,Trametinib,,,accepted,1,registry,23
Tobramycin,Tobramycin,sulfate,,accepted,1,registry,23
Tremelimumab,Tremelimumab,,,accepted,1,registry,23
propofol,Propofol,,,accepted,1,registry,23
6.14 mg film-coated tablets,,,,rejected,,,22
Anakinra,Anakinra,,,accepted,1,registry,22
Betamethasone dipropionate,Betamethasone,,,accepted,1,registry,22
Brisbane,A/brisbane influenza strain,,vaccine,accepted,0.7,model,22
CELECOXIB,Celecoxib,,,accepted,1,registry,22
DEFERASIROX,Deferasirox,,,accepted,1,registry,22
DOLUTEGRAVIR,Dolutegravir,sodium,,accepted,1,registry,22
Dolutegravir,Dolutegravir,sodium,,accepted,1,registry,22
Drospirenone,Drospirenone,,,accepted,1,registry,22
EVOLOCUMAB,Evolocumab,,,accepted,1,registry,22
FOLIC ACID,Folic acid,,,accepted,1,registry,22
Indacaterol,Indacaterol,,,accepted,1,registry,22
LAMIVUDINA,Lamivudine,,,accepted,1,registry,22
Levodopa,Levodopa,,,accepted,1,registry,22
Lonsurf 15 mg,Trifluridine|tipiracil,hydrochloride,small_molecule,accepted,1,registry,22
Metronidazole,Metronidazole,hydrochloride,,accepted,1,registry,22
NATALIZUMAB,Natalizumab,,,accepted,1,registry,22
Not established,,,,rejected,,,22
OXALIPLATINO,Oxaliplatin,,,accepted,1,registry,22
Oxycodone hydrochloride,Oxycodone,hydrochloride,,accepted,1,registry,22
PALONOSETRON,Palonosetron,hydrochloride,,accepted,1,registry,22
Pertuzumab,Pertuzumab,,,accepted,1,registry,22
Salmeterol,Salmeterol,xinafoate,,accepted,1,registry,22
Sodium Chloride,Sodium chloride,,,accepted,1,registry,22
budesonide,Budesonide,,,accepted,1,registry,22
insulin glargine,Insulin glargine,,,accepted,1,registry,22
metformin,Metformin,hydrochloride,,accepted,1,registry,22
"ml, oplossing voor injectie",,,,rejected,,,22
AMLODIPINE,Amlodipine,,,accepted,1,registry,21
AXITINIB,Axitinib,,,accepted,1,registry,21
Amoxicillin,Amoxicillin,,,accepted,1,registry,21
Avastin,Bevacizumab,,,accepted,1,registry,21
BUPIVACAINE HYDROCHLORIDE,Bupivacaine,hydrochloride,,accepted,1,registry,21
CLONIDINE,Clonidine,hydrochloride,,accepted,1,registry,21
CYCLOPHOSPHAMIDE MONOHYDRATE,Cyclophosphamide,anhydrous,,accepted,1,registry,21
Calcium levofolinate,Levoleucovorin,calcium,,accepted,1,registry,21
DRONABINOL,Dronabinol,,,accepted,1,registry,21
ENTECAVIR,Entecavir,,,accepted,1,registry,21
Exenatide,Exenatide,,,accepted,1,registry,21
GADOTERIC ACID,Gadoteric acid,,,accepted,1,registry,21
Golimumab,Golimumab,,,accepted,1,registry,21
Human Thrombin,Thrombin,,,accepted,1,registry,21
INTERFERON BETA-1A,Interferon beta-1a,,,accepted,1,registry,21
Insulin detemir,Insulin detemir,,,accepted,1,registry,21
Irbesartan,Irbesartan,hydrochloride,,accepted,1,registry,21
JNJ-61186372,Amivantamab,,,accepted,1,registry,21
Kisqali 200 mg film-coated tablets,Ribociclib,succinate,,accepted,1,registry,21
LACOSAMIDE,Lacosamide,,,accepted,1,registry,21
LATANOPROST,Latanoprost,,,accepted,1,registry,21
LEVONORGESTREL,Levonorgestrel,,,accepted,1,registry,21
Mitoxantrone,Mitoxantrone,hydrochloride,,accepted,1,registry,21
Pluvicto 1 000 MBq,Lutetium (177lu) vipivotide tetraxetan,,,accepted,0.85,model,21
Privigen 100 mg,Human normal immunoglobulin (ivig),,,accepted,0.85,model,21
Quetiapine,Quetiapine,fumarate,,accepted,1,registry,21
ROPIVACAINE HYDROCHLORIDE,Ropivacaine,hydrochloride,,accepted,1,registry,21
SARGRAMOSTIM,Sargramostim,,,accepted,1,registry,21
TENOFOVIR,Tenofovir,anhydrous,,accepted,1,registry,21
TOBRAMYCIN,Tobramycin,sulfate,,accepted,1,registry,21
Tiragolumab,Tiragolumab,,,accepted,1,registry,21
Zanubrutinib,Zanubrutinib,,,accepted,1,registry,21
bortezomib,Bortezomib,,,accepted,1,registry,21
gemcitabine,Gemcitabine,hydrochloride,,accepted,1,registry,21
mL oral solution,,,,rejected,,,21
ml powder for suspension for injection,,,,rejected,,,21
ruxolitinib,Ruxolitinib,phosphate,,accepted,1,registry,21
tacrolimus,Tacrolimus,,,accepted,1,registry,21
25 mg film-coated tablets,,,,rejected,,,20
Anastrozole,Anastrozole,,,accepted,1,registry,20
Aripiprazole,Aripiprazole,monohydrate,,accepted,1,registry,20
Aspirin,Acetylsalicylic acid,,,accepted,1,registry,20
BISOPROLOL,Bisoprolol,fumarate,,accepted,1,registry,20
BOTULINUM TOXIN TYPE A,Botulinum toxin type a,,,accepted,1,registry,20
Buprenorphine,Buprenorphine,hydrochloride,,accepted,1,registry,20
CABOMETYX 20 mg film-coated tablets,Cabozantinib,,,accepted,0.85,model,20
CABOZANTINIB,Cabozantinib,,,accepted,1,registry,20
Calquence 100 mg film-coated tablets,Acalabrutinib|acalabrutinib maleate,,,accepted,0.9,model,20
Calquence 100 mg hard capsules,Acalabrutinib|acalabrutinib maleate,,,accepted,0.9,model,20
Carbidopa,Carbidopa,anhydrous,,accepted,1,registry,20
Carfilzomib,Carfilzomib,,,accepted,1,registry,20
Cisplatin 1 mg,Cisplatin,,,accepted,1,registry,20
EDOXABAN,Edoxaban,tosylate,,accepted,1,registry,20
ENALAPRIL,Enalapril,maleate,,accepted,1,registry,20
ERIBULIN,Eribulin,mesylate,,accepted,1,registry,20
ERTAPENEM,Ertapenem,sodium,,accepted,1,registry,20
Entyvio 300 mg powder for concentrate for solution for infusion,Vedolizumab,,,accepted,1,registry,20
Fluticasone Propionate,Fluticasone,,,accepted,1,registry,20
IMBRUVICA 140 mg hard capsules,Ibrutinib,,,accepted,1,registry,20
LENOGRASTIM,Lenograstim,,,accepted,1,registry,20
LENVIMA 4 mg hard capsules,Lenvatinib,,,accepted,0.7,model,20
LOSARTAN,Losartan,potassium,,accepted,1,registry,20
MIDAZOLAM HYDROCHLORIDE,Midazolam,hydrochloride,,accepted,1,registry,20
MOXIFLOXACIN,Moxifloxacin,hydrochloride,,accepted,1,registry,20
OCTREOTIDE,Octreotide,,,accepted,1,registry,20
Paclitaxel 6 mg,Paclitaxel,,,accepted,1,registry,20
Pegfilgrastim,Pegfilgrastim,,,accepted,1,registry,20
Pneumococcal polysaccharide serotype 6B,Pneumococcal polysaccharide serotype 6b,,vaccine,accepted,0.95,model,20
Risperidone,Risperidone,,,accepted,1,registry,20
Rosuvastatin,Rosuvastatin,calcium,,accepted,1,registry,20
SPIRONOLACTONE,Spironolactone,,,accepted,1,registry,20
TAGRISSO 40 mg film-coated tablets,Osimertinib,,,accepted,0.95,model,20
TEMSIROLIMUS,Temsirolimus,,,accepted,1,registry,20
Tecentriq 840 mg concentrate for solution for infusion,Atezolizumab,,,accepted,1,registry,20
Tiotropium bromide,Tiotropium,bromide,,accepted,1,registry,20
Truxima 100 mg concentrate for solution for infusion,Rituximab,,,accepted,1,registry,20
USTEKINUMAB,Ustekinumab,,,accepted,1,registry,20
VENLAFAXINE,Venlafaxine,,,accepted,1,registry,20
Vidaza 25 mg,Azacitidine,,,accepted,1,registry,20
Xeloda 150 mg film-coated tablets,Capecitabine,,,accepted,1,registry,20
cytarabine,Cytarabine,hydrochloride,,accepted,1,registry,20
doxorubicin,Doxorubicin,hydrochloride,,accepted,1,registry,20
masitinib mesylate,Masitinib,,,accepted,1,registry,20
na,,,,rejected,,,20
sugammadex,Sugammadex,sodium,,accepted,1,registry,20
60,,,,rejected,,,19
8.19 mg film-coated tablets,,,,rejected,,,19
Abacavir,Abacavir,sulfate,,accepted,1,registry,19
Aldesleukin,Aldesleukin,,,accepted,1,registry,19
Brexpiprazole,Brexpiprazole,,,accepted,1,registry,19
CARVEDILOL,Carvedilol,phosphate,,accepted,1,registry,19
CEFTAZIDIME,Ceftazidime,sodium,,accepted,1,registry,19
CITALOPRAM,Citalopram,hydrobromide,,accepted,1,registry,19
COLISTIMETHATE SODIUM,Colistimethate,sodium,,accepted,1,registry,19
Cabozantinib,Cabozantinib,,,accepted,1,registry,19
Cinacalcet,Cinacalcet,hydrochloride,,accepted,1,registry,19
ELTROMBOPAG,Eltrombopag,,,accepted,1,registry,19
EMTRICITABINA,Emtricitabine,,,accepted,1,registry,19
EZETIMIBE,Ezetimibe,,,accepted,1,registry,19
GLUCAGON,Glucagon,hydrochloride,,accepted,1,registry,19
Glimepiride,Glimepiride,,,accepted,1,registry,19
Guselkumab - solution for injection in pre-filled syringe - 100 mg,Guselkumab,,,accepted,1,registry,19
Infusion,,,,rejected,,,19
Jakavi 5 mg tablets,Ruxolitinib,phosphate,,accepted,0.85,model,19
LOMUSTINE,Lomustine,,,accepted,1,registry,19
Lonsurf 20 mg,Trifluridine|tipiracil,hydrochloride,small_molecule,accepted,1,registry,19
Losartan,Losartan,potassium,,accepted,1,registry,19
METHYLPHENIDATE HYDROCHLORIDE,Methylphenidate,hydrochloride,,accepted,1,registry,19
Midazolam,Midazolam,hydrochloride,,accepted,1,registry,19
Montelukast,Montelukast,sodium,,accepted,1,registry,19
Natriumklorid Fresenius Kabi 9 mg,Sodium chloride,,,accepted,0.98,model,19
Olanzapine,Olanzapine,pamoate,,accepted,1,registry,19
Oxygen,Oxygen,,,accepted,1,registry,19
PEMETREXED DISODIUM,Pemetrexed,,,accepted,1,registry,19
Palbociclib,Palbociclib,,,accepted,1,registry,19
Pneumococcal polysaccharide serotype 4,Pneumococcal polysaccharide serotype 4,,vaccine,accepted,0.9,model,19
ROSUVASTATIN,Rosuvastatin,calcium,,accepted,1,registry,19
Ruxolitinib,Ruxolitinib,phosphate,,accepted,1,registry,19
SERTRALINE,Sertraline,hydrochloride,,accepted,1,registry,19
SULFAMETHOXAZOLE AND TRIMETHOPRIM,Sulfamethoxazole,,,accepted,1,registry,19
TREMELIMUMAB,Tremelimumab,,,accepted,1,registry,19
Tazobactam,Tazobactam,sodium,,accepted,1,registry,19
Testosterone,Testosterone,,,accepted,1,registry,19
Thalidomide,Thalidomide,,,accepted,1,registry,19
Tofacitinib,Tofacitinib,citrate,,accepted,1,registry,19
Tolvaptan,Tolvaptan,,,accepted,1,registry,19
VALPROIC ACID,Valproic acid,,,accepted,1,registry,19
VORICONAZOLE,Voriconazole,,,accepted,1,registry,19
Vinorelbine tartrate,Vinorelbine,tartrate,,accepted,1,registry,19
aflibercept,Aflibercept,,,accepted,1,registry,19
cholecalciferol,Colecalciferol,,,accepted,1,registry,19
ml - Konzentrat zur Herstellung einer Infusionslösung,,,,rejected,,,19
ml oral solution,,,,rejected,,,19
"ml, Injektionslösung",,,,rejected,,,19
none,,,,rejected,,,19
simvastatin,Simvastatin,,,accepted,1,registry,19
tenofovir disoproxil fumarate,Tenofovir disoproxil,,,accepted,1,registry,19
v,,,,rejected,,,19
20,,,,rejected,,,18
ABT-450,Paritaprevir,,,accepted,1,registry,18
AMISULPRIDE,Amisulpride,,,accepted,1,registry,18
Azathioprine,Azathioprine,sodium,,accepted,1,registry,18
BAY 1841788,Darolutamide,,,accepted,1,registry,18
BETAMETHASONE DIPROPIONATE,Betamethasone,,,accepted,1,registry,18
Blinatumomab,Blinatumomab,,,accepted,1,registry,18
CABAZITAXEL,Cabazitaxel,,,accepted,1,registry,18
CARMUSTINE,Carmustine,,,accepted,1,registry,18
CEFAZOLIN,Cefazolin,sodium,,accepted,1,registry,18
CLARITHROMYCIN,Clarithromycin,,,accepted,1,registry,18
Clarithromycin,Clarithromycin,,,accepted,1,registry,18
DECITABINE,Decitabine,,,accepted,1,registry,18
Dacarbazine,Dacarbazine,,,accepted,1,registry,18
Degarelix,Degarelix,acetate,,accepted,1,registry,18
Doxycycline,Doxycycline,,,accepted,1,registry,18
Dupixent 300 mg solution for injection in pre-filled syringe,Dupilumab,,,accepted,1,registry,18
EPOETIN ALFA,Epoetin alfa,,,accepted,1,registry,18
Estradiol,Estradiol,,,accepted,1,registry,18
FAMOTIDINE,Famotidine,,,accepted,1,registry,18
Folinic acid,Leucovorin,,,accepted,1,registry,18
Formoterol,Formoterol,fumarate,,accepted,1,registry,18
Formoterol fumarate,Formoterol,fumarate,,accepted,1,registry,18
GENTAMICIN SULFATE,Gentamicin,sulfate,,accepted,1,registry,18
IMIPENEM,Imipenem,anhydrous,,accepted,1,registry,18
IVABRADINE,Ivabradine,hydrochloride,,accepted,1,registry,18
Lucentis,Ranibizumab,,,accepted,1,registry,18
MabThera 100 mg concentrate for solution for infusion,Rituximab,,,accepted,1,registry,18
New Caledonia,A/new caledonia/20/99 (h1n1)-like influenza strain,,vaccine,accepted,0.7,model,18
Nintedanib,Nintedanib,,,accepted,1,registry,18
OXYCODONE HYDROCHLORIDE,Oxycodone,hydrochloride,,accepted,1,registry,18
PIPERACILLIN AND BETA-LACTAMASE INHIBITOR,Piperacillin,sodium,,accepted,1,registry,18
POMALIDOMIDE,Pomalidomide,,,accepted,1,registry,18
Pertussis toxoid,Pertussis toxoid,,vaccine,accepted,0.95,model,18
Pneumococcal polysaccharide serotype 1,Pneumococcal polysaccharide serotype 1,,vaccine,accepted,0.9,model,18
Pneumococcal polysaccharide serotype 14,Pneumococcal polysaccharide serotype 14,,vaccine,accepted,0.95,model,18
Pneumococcal polysaccharide serotype 23F,Pneumococcal polysaccharide serotype 23f,,vaccine,accepted,0.95,model,18
Pneumococcal polysaccharide serotype 6A,Pneumococcal polysaccharide serotype 6a,,vaccine,accepted,0.95,model,18
Pramipexole,Pramipexole,,,accepted,1,registry,18
RIFAXIMIN,Rifaximin,,,accepted,1,registry,18
RUXOLITINIB,Ruxolitinib,phosphate,,accepted,1,registry,18
Rivaroxaban,Rivaroxaban,,,accepted,1,registry,18
Spironolactone,Spironolactone,,,accepted,1,registry,18
Sunitinib,Sunitinib,malate,,accepted,1,registry,18
TIMOLOL MALEATE,Timolol,maleate,,accepted,1,registry,18
TRABECTEDIN,Trabectedin,,,accepted,1,registry,18
TRIMETHOPRIM,Trimethoprim,,,accepted,1,registry,18
VINBLASTINE,Vinblastine,sulfate,,accepted,1,registry,18
acetylsalicylic acid,Acetylsalicylic acid,,,accepted,1,registry,18
aliskiren,Aliskiren,fumarate,,accepted,1,registry,18
dabigatran etexilate,Dabigatran etexilate,,,accepted,1,registry,18
formoterol fumarate dihydrate,Formoterol,fumarate,,accepted,1,registry,18
ml Solution for Injection,,,,rejected,,,18
ml soluzione iniettabile,,,,rejected,,,18
not assigned,,,,rejected,,,18
not established,,,,rejected,,,18
peginterferon alfa-2a,Peginterferon alfa-2a,,,accepted,1,registry,18
prednisolone,Prednisolone,acetate,,accepted,1,registry,18
prednisone,Prednisone,,,accepted,1,registry,18
sofosbuvir,Sofosbuvir,,,accepted,1,registry,18
teclistamab,Teclistamab,,,accepted,1,registry,18
telaprevir,Telaprevir,,,accepted,1,registry,18
ustekinumab,Ustekinumab,,,accepted,1,registry,18
5-FU medac 50 mg,Fluorouracil,,,accepted,0.98,model,17
ABEMACICLIB,Abemaciclib,,,accepted,1,registry,17
AGOMELATINE,Agomelatine,,,accepted,1,registry,17
AMOXICILLIN AND BETA-LACTAMASE INHIBITOR,Amoxicillin,,,accepted,1,registry,17
Aprepitant,Aprepitant,,,accepted,1,registry,17
Axitinib,Axitinib,,,accepted,1,registry,17
BRINZOLAMIDE,Brinzolamide,,,accepted,1,registry,17
BUPRENORPHINE,Buprenorphine,hydrochloride,,accepted,1,registry,17
Baricitinib,Baricitinib,,,accepted,1,registry,17
Bleomycin,Bleomycin,sulfate,,accepted,1,registry,17
CLOFARABINE,Clofarabine,,,accepted,1,registry,17
COLCHICINE,Colchicine,,,accepted,1,registry,17
Cholecalciferol,Colecalciferol,,,accepted,1,registry,17
Ciclesonide,Ciclesonide,,,accepted,1,registry,17
Cisplatin NeoCorp 1 mg,Cisplatin,,,accepted,1,registry,17
DEGARELIX,Degarelix,acetate,,accepted,1,registry,17
DEXAMETHASONE PHOSPHATE,Dexamethasone phosphoric acid,,,accepted,1,registry,17
DICLOFENAC SODIUM,Diclofenac,,,accepted,1,registry,17
Daratumumab,Daratumumab,,,accepted,1,registry,17
ENCORAFENIB,Encorafenib,,,accepted,1,registry,17
Eliquis 2.5 mg film-coated tablets,Apixaban,,,accepted,1,registry,17
Fluorouracil Accord 50 mg,Fluorouracil,,,accepted,1,registry,17
Fluticasone furoate,Fluticasone,,,accepted,1,registry,17
HYDROXYCARBAMIDE,Hydroxyurea,,,accepted,1,registry,17
Human Fibrinogen,"Fibrinogen, human",,,accepted,1,registry,17
Human normal immunoglobulin,Human immunoglobulin g,,,accepted,1,registry,17
IDARUBICIN,Idarubicin,hydrochloride,,accepted,1,registry,17
IRINOTECAN HYDROCHLORIDE,Irinotecan,hydrochloride,,accepted,1,registry,17
Indacaterol maleate,Indacaterol,,,accepted,1,registry,17
Isatuximab,Isatuximab,,,accepted,1,registry,17
KETAMINE HYDROCHLORIDE,Ketamine,hydrochloride,,accepted,1,registry,17
Ketamine,Ketamine,hydrochloride,,accepted,1,registry,17
LEVETIRACETAM,Levetiracetam,,,accepted,1,registry,17
Latanoprost,Latanoprost,,,accepted,1,registry,17
Locametz 25 micrograms kit for radiopharmaceutical preparation,Gallium ga 68 gozetotide,,,accepted,0.85,model,17
MACITENTAN,Macitentan,,,accepted,1,registry,17
Mekinist 0.5 mg film-coated tablets,Trametinib,,,accepted,0.97,model,17
Mycophenolic acid,Mycophenolic acid,,,accepted,1,registry,17
OXYCODONE,Oxycodone,hydrochloride,,accepted,1,registry,17
PEGINTERFERON ALFA-2B,Peginterferon alfa-2b,,,accepted,1,registry,17
PIOGLITAZONE,Pioglitazone,hydrochloride,,accepted,1,registry,17
PREGABALIN,Pregabalin,,,accepted,1,registry,17
Paroxetine,Paroxetine,,,accepted,1,registry,17
Pneumococcal polysaccharide serotype 18C,Pneumococcal polysaccharide serotype 18c,,vaccine,accepted,0.9,model,17
Pneumococcal polysaccharide serotype 19F,Pneumococcal polysaccharide serotype 19f,,vaccine,accepted,0.95,model,17
