raw_sponsor,proposed,confidence,n_trials,review_reason,reason,channel,model_id
TAYS Sydnsairaala,TAYS Sydansairaala,0.6,2,low confidence,"Single occurrence hospital name (Tampere Heart Hospital), accent stripped.",mint,claude-sonnet-5
TB Investigation Unit of Barcelona,TB Investigation Unit of Barcelona,0.6,2,low confidence,,mint,claude-sonnet-5
TYKS,Turku University Hospital,0.6,2,low confidence,TYKS is the abbreviation for Turun yliopistollinen keskussairaala (Turku University Hospital),mint,claude-sonnet-5
The Medicines Evaluation Unit MEU Ltd. Investigator led study,The Medicines Evaluation Unit,0.6,2,low confidence,,mint,claude-sonnet-5
TheraOp gGmbH,TheraOp,0.6,2,low confidence,,mint,claude-sonnet-5
Tiohundra AB,Tiohundra AB,0.6,2,low confidence,,mint,claude-sonnet-5
UCD,University College Dublin,0.6,2,low confidence,,mint,claude-sonnet-5
Ville-Valtteri Vlimki,Ville-Valtteri Valimaki,0.6,2,low confidence,,mint,claude-sonnet-5
Vita Green Europa S.A.,Vita Green Europa,0.6,2,low confidence,,mint,claude-sonnet-5
Wilhelminen Krebsforschung GmbH,Wilhelminen Krebsforschung GmbH,0.6,2,low confidence,,mint,claude-sonnet-5
Wilhelminen hospital,Wilhelminenspital,0.6,2,low confidence,,mint,claude-sonnet-5
Xinnate AB,Xinnate,0.6,2,low confidence,,mint,claude-sonnet-5
Yuhan Corp.,Yuhan,0.6,2,low confidence,Yuhan Corp appears in both; item2 also references Janssen but Yuhan is the common entity across both strings.,mint,claude-sonnet-5
actrevo GmbH,actrevo,0.6,2,low confidence,,mint,claude-sonnet-5
gepepharm GmbH,gepepharm,0.6,2,low confidence,,mint,claude-sonnet-5
"neopharma Japan Co., Ltd",neopharma Japan,0.6,2,low confidence,,mint,claude-sonnet-5
stav hematologie a krevn transfuze,Ustav hematologie a krevni transfuze,0.6,2,low confidence,"Single sponsor string, likely Institute of Hematology and Blood Transfusion (Czech Republic), name partially stripped of accents.",mint,claude-sonnet-5
"Dekan des Fachbereichs Medizin der Goethe Universitt, represented by the Coordinating Investigator",Goethe-Universität Frankfurt,0.65,2,low confidence,All refer to the Dean of the Medical Faculty of Goethe University Frankfurt; item 3 is generic but likely the same body.,mint,claude-sonnet-5
Michael Patrick,Michael Patrick Achiam,0.65,2,low confidence,"Likely same person, differing name completeness",mint,claude-sonnet-5
A.C.O.M. Advanced Center Oncology Macerata S.r.l.,A.C.O.M. Advanced Center Oncology Macerata,0.7,2,low confidence,,mint,claude-sonnet-5
ABScience,AB Science,0.7,2,low confidence,,mint,claude-sonnet-5
AKH Wien,Allgemeines Krankenhaus der Stadt Wien,0.7,2,low confidence,,mint,claude-opus-5
AZIENDA OSPEDALIERA S. MARIA DI TERNI,Azienda Ospedaliera Santa Maria di Terni,0.7,2,low confidence,Terni hospital; bare 'S. Maria' most likely Terni,mint,claude-opus-5
"Academic Medical Center, Department of Rheumatology",Academic Medical Center,0.7,2,low confidence,"Same institution, different departments",mint,claude-sonnet-5
Amarin Pharma Inc.,Amarin,0.7,2,low confidence,,mint,claude-sonnet-5
Andres Iiguez Romo,Andres Iñiguez Romo,0.7,2,low confidence,"Single string representing a named individual, not an organisation.",mint,claude-sonnet-5
Asociacion Instituto Biogipuzkoa,Asociacion Instituto Biogipuzkoa,0.7,2,low confidence,,mint,claude-sonnet-5
Associazione Chirurghi Ospedalieri Italiani,Associazione Chirurghi Ospedalieri Italiani,0.7,2,low confidence,,mint,claude-sonnet-5
Astellas Gene Therapies Inc.,Astellas Gene Therapies,0.7,2,low confidence,"Formerly Audentes, distinct brand unit",mint,claude-opus-5
Bioforce AG,Bioforce,0.7,2,low confidence,,mint,claude-sonnet-5
Birmingham Childrens Hospital NHS Foundation Trust,Birmingham Women's and Children's NHS Foundation Trust,0.7,2,low confidence,Birmingham Children's Hospital,mint,claude-opus-5
Birmingham Womens Hospital,Birmingham Women's Hospital,0.7,2,low confidence,,mint,claude-opus-5
Blue Earth Therapeutics Limited,Blue Earth Therapeutics,0.7,2,low confidence,,mint,claude-sonnet-5
Bluesky Immunotherapies GmbH,Bluesky Immunotherapies,0.7,2,low confidence,,mint,claude-sonnet-5
CASA DI CURA ABANO TERME POLISPECIALISTICA E TERMALE,Casa di Cura Abano Terme Polispecialistica e Termale,0.7,2,low confidence,,mint,claude-sonnet-5
CHEMI S.P.A.,Chemi,0.7,2,low confidence,,mint,claude-sonnet-5
CMC Ambroise Par,CMC Ambroise Paré,0.7,2,low confidence,,mint,claude-sonnet-5
Care Arthritis Ltd.,Care Arthritis,0.7,2,low confidence,,mint,claude-sonnet-5
Centre Medico Chirurgical Ambroise Pare Hartmann,Centre Medico Chirurgical Ambroise Pare Hartmann,0.7,2,low confidence,,mint,claude-sonnet-5
Cepha s.r.o. / PRO.MED.CS Praha a.s.,PRO.MED.CS Praha,0.7,2,low confidence,,mint,claude-sonnet-5
Clinique Mutualiste Chirurgicale,Clinique Mutualiste Chirurgicale,0.7,2,low confidence,,mint,claude-sonnet-5
Copenhagen Neuromuscular Center,Copenhagen Neuromuscular Center,0.7,2,low confidence,"Same neuromuscular research unit at Rigshospitalet, Copenhagen University Hospital",mint,claude-sonnet-5
Cr2o B.V.,Cr2o,0.7,2,low confidence,,mint,claude-sonnet-5
"DIPARTIMENTO DI SCIENZE BIOMEDICHE SPERIMENTALI E CLINICHE, UNIVERSIT DI FIRENZE",Universita di Firenze,0.7,2,low confidence,Departments resolve to parent university of Firenze,mint,claude-sonnet-5
EBI Anti Sepsis B.V.,EBI Anti Sepsis,0.7,2,low confidence,,mint,claude-sonnet-5
European Lung Cancer Working Party,European Lung Cancer Working Party,0.7,2,low confidence,,mint,claude-sonnet-5
FUNDACION PARA LA INVESTIGACIN LA FE,Fundación para la Investigación La Fe,0.7,2,low confidence,Separate foundation entity name,mint,claude-opus-5
"Fast Forward Pharmaceuticals, B.V.",Fast Forward Pharmaceuticals,0.7,2,low confidence,,mint,claude-sonnet-5
"Folktandvrden, Landstinget Dalarna",Folktandvarden Landstinget Dalarna,0.7,2,low confidence,Dental care service under Landstinget Dalarna,mint,claude-sonnet-5
Forward Pharma GmbH,Forward Pharma,0.7,2,low confidence,,mint,claude-sonnet-5
Foundation For The Study Of Nanoneuroscience And Neuroregeneration,Foundation For The Study Of Nanoneuroscience And Neuroregeneration,0.7,2,low confidence,"Single foundation name, no further disambiguation available.",mint,claude-sonnet-5
French Society of Cardiology,French Society of Cardiology,0.7,2,low confidence,,mint,claude-sonnet-5
Fundacin Hospital Nacional de Parapljicos,Fundación del Hospital Nacional de Parapléjicos para la Investigación y la Integración,0.7,2,low confidence,,mint,claude-sonnet-5
Fundacin Investigacin Biomdica Hospital Prncipe de Asturias,Fundacion Investigacion Biomedica Hospital Principe de Asturias,0.7,2,low confidence,,mint,claude-sonnet-5
GEMCAD,GEMCAD,0.7,2,low confidence,GEMCAD (Grupo Espanol Multidisciplinar del Cancer Digestivo) is a Spanish cooperative oncology group.,mint,claude-sonnet-5
GlaxoSmithKline Centre of Excellence,GlaxoSmithKline,0.7,2,low confidence,,mint,claude-sonnet-5
Green Cross Corporation,Green Cross Corporation,0.7,2,low confidence,,mint,claude-sonnet-5
HOSPITAL CLINIC,Hospital Clínic de Barcelona,0.7,2,low confidence,,mint,claude-sonnet-5
HUS - Naistentautien ja synnytysten tulosyksikk,Helsingin ja Uudenmaan sairaanhoitopiiri (HUS),0.7,2,low confidence,Department of obstetrics and gynecology resolves to parent hospital district HUS.,mint,claude-sonnet-5
IATEC B.V.,IATEC,0.7,2,low confidence,,mint,claude-sonnet-5
INNOVIVE Pharmaceuticals,Innovive Pharmaceuticals,0.7,2,low confidence,,mint,claude-sonnet-5
Immungenetics AG,Immungenetics,0.7,2,low confidence,,mint,claude-sonnet-5
Institute of Psychophysiology and Rehabilitation IRP of the Kaunas University of Medicine,Kaunas University of Medicine,0.7,2,low confidence,,mint,claude-sonnet-5
Instituto Cientifico y Tecnologico de Navarra,Instituto Científico y Tecnológico de Navarra,0.7,2,low confidence,,mint,claude-sonnet-5
Instituto Palacios,Instituto Palacios,0.7,2,low confidence,,mint,claude-sonnet-5
Joint Research  Development Office QMUL,Queen Mary University of London,0.7,2,low confidence,,mint,claude-sonnet-5
Jos Antonio Prez Simn,Jose Antonio Perez Simon,0.7,2,low confidence,,mint,claude-sonnet-5
MAPS Europe B.V.,MAPS Europe,0.7,2,low confidence,,mint,claude-sonnet-5
"MUST Coordinating Centre, John Hopkins Bloomberg School of Public Health",Johns Hopkins Bloomberg School of Public Health,0.7,2,low confidence,Coordinating centre resolves to parent academic institution,mint,claude-sonnet-5
NEC Bio Therapeutics GmbH,NEC Bio Therapeutics,0.7,2,low confidence,,mint,claude-sonnet-5
Narodni Ustav Dusevniho Zdravi,Národní ústav duševního zdraví,0.7,2,low confidence,,mint,claude-sonnet-5
National Cancer Institute,National Cancer Institute,0.7,2,low confidence,,mint,claude-opus-5
Neuro-Consil GmbH,Neuro-Consil,0.7,2,low confidence,,mint,claude-sonnet-5
OLVG,OLVG,0.7,2,low confidence,"OLVG is a hospital in Amsterdam, Netherlands.",mint,claude-sonnet-5
OMEQUI,OMEQUI,0.7,2,low confidence,Same organization/coordinator entity,mint,claude-sonnet-5
Pharmatrophix Inc,Pharmatrophix,0.7,2,low confidence,,mint,claude-sonnet-5
Psykiatrisk Center Gentofte,Psykiatrisk Center Gentofte,0.7,2,low confidence,"Psychiatric centre, separate organisation from the somatic hospital",mint,claude-opus-5
Region Vaestmanland,Region Vastmanland,0.7,2,low confidence,Swedish regional public body sponsoring trials,mint,claude-sonnet-5
Renapharma AB,Renapharma,0.7,2,low confidence,,mint,claude-sonnet-5
STRAGEN France / ChemGenex Pharmaceuticals Ltd.,Stragen,0.7,2,low confidence,Both reference Stragen France; second also mentions co-sponsor ChemGenex but Stragen is primary entity,mint,claude-sonnet-5
Sairopa B.V.,Sairopa,0.7,2,low confidence,,mint,claude-sonnet-5
Serono GmbH,Serono,0.7,2,low confidence,Pre-acquisition Serono International entity,mint,claude-opus-5
Spanish Cooperative Group for Gastrointestinal Tomour therapy,Spanish Cooperative Group for Gastrointestinal Tumour Therapy,0.7,2,low confidence,,mint,claude-sonnet-5
Sren Rittig,Søren Rittig,0.7,2,low confidence,"Single string representing a named individual, no institution given.",mint,claude-sonnet-5
Stichting Pediatrisch Onderzoek Enschede,Stichting Pediatrisch Onderzoek Enschede,0.7,2,low confidence,,mint,claude-sonnet-5
Sussex NHS Research Consortium,Sussex NHS Research Consortium,0.7,2,low confidence,,mint,claude-sonnet-5
Swedish CLL-group,Swedish CLL-group,0.7,2,low confidence,,mint,claude-sonnet-5
Swedish Herbal Institute,Swedish Herbal Institute,0.7,2,low confidence,,mint,claude-sonnet-5
Thrombotargets Europe,Thrombotargets Europe,0.7,2,low confidence,,mint,claude-sonnet-5
Universittsklinik fr Augenheilkunde und Optometrie,Medizinische Universität Wien,0.7,2,low confidence,Universitatsklinik fur Augenheilkunde und Optometrie is a department of Medizinische Universitat Wien,mint,claude-sonnet-5
"University of Leuven, Division of Gastroenterology",KU Leuven,0.7,2,low confidence,University department resolves to parent university,mint,claude-sonnet-5
World Health Organization,World Health Organization,0.7,2,low confidence,Both reference WHO; second string includes FIB-HCSC collaboration but WHO is the identifiable organization,mint,claude-sonnet-5
Ziekenhuis Aan De Stroom,Ziekenhuis Aan De Stroom,0.7,2,low confidence,,mint,claude-sonnet-5
elbion AG,elbion,0.7,2,low confidence,,mint,claude-sonnet-5
not applicable,Unknown,0.1,1,low confidence,No identifiable sponsor information provided.,mint,claude-sonnet-5
Department of Anaesethesia,Department of Anaesethesia,0.2,1,low confidence,Only a department name given with no parent institution identified,mint,claude-sonnet-5
Department of Haematology,Department of Haematology,0.2,1,low confidence,Too vague to identify parent institution,mint,claude-sonnet-5
Medical Department I,Medical Department I,0.2,1,low confidence,Too vague to identify a specific organisation,mint,claude-sonnet-5
N/A,Unknown,0.2,1,low confidence,No identifying information provided,mint,claude-sonnet-5
Pediatrics,Pediatrics,0.2,1,low confidence,Too vague to identify organisation,mint,claude-sonnet-5
Research  Development Department,Research & Development Department,0.2,1,low confidence,Too vague to identify a specific organisation,mint,claude-sonnet-5
Research and Development Department,Research and Development Department,0.2,1,low confidence,Too vague to identify a specific organisation,mint,claude-sonnet-5
Research and Development department,Research and Development department,0.2,1,low confidence,Too vague to identify parent organisation,mint,claude-sonnet-5
ACO-ASSO,ACO-ASSO,0.3,1,low confidence,,mint,claude-sonnet-5
ACTA,ACTA,0.3,1,low confidence,,mint,claude-sonnet-5
ADRFARCP,ADRFARCP,0.3,1,low confidence,,mint,claude-sonnet-5
AFAR,AFAR,0.3,1,low confidence,Insufficient context to identify the specific organisation behind the acronym AFAR.,mint,claude-sonnet-5
APREC,APREC,0.3,1,low confidence,Insufficient information to identify organisation beyond acronym,mint,claude-sonnet-5
ARTBC,ARTBC,0.3,1,low confidence,Insufficient information to identify the organisation behind the acronym ARTBC.,mint,claude-sonnet-5
ASATE,ASATE,0.3,1,low confidence,Insufficient information to identify the organisation behind this acronym.,mint,claude-sonnet-5
Abteilung fr Anaesthesiologie und Intensivmedizin,Unknown (Department of Anaesthesiology and Intensive Care),0.3,1,low confidence,Only a department name given with no parent institution specified,mint,claude-sonnet-5
Academic medical center,Academic Medical Center,0.3,1,low confidence,"Vague name, likely refers to an academic medical center but insufficient detail to identify specific institution.",mint,claude-sonnet-5
Ageo,Ageo,0.3,1,low confidence,,mint,claude-sonnet-5
Anestesi och Operationskliniken,Anestesi och Operationskliniken,0.3,1,low confidence,Department name (Anaesthesia and Operating Clinic) with no parent institution specified; too vague to identify parent organisation.,mint,claude-sonnet-5
Anestesikliniken,Anestesikliniken,0.3,1,low confidence,"Vague department name, likely an anesthesia clinic department of an unspecified hospital",mint,claude-sonnet-5
BGDO,BGDO,0.3,1,low confidence,Insufficient information to identify the organisation behind this abbreviation.,mint,claude-sonnet-5
CASC8,CASC8,0.3,1,low confidence,Insufficient information to identify the organisation behind this string.,mint,claude-sonnet-5
CETPARP,CETPARP,0.3,1,low confidence,Insufficient information to identify the organisation behind this acronym.,mint,claude-sonnet-5
CIMT group,CIMT group,0.3,1,low confidence,"Vague name, insufficient information to identify precise organisation.",mint,claude-sonnet-5
CMIV,CMIV,0.3,1,low confidence,Insufficient context; likely Center for Medical Image Science and Visualization,mint,claude-sonnet-5
CTRG,CTRG,0.3,1,low confidence,Insufficient information to identify the organisation behind the acronym CTRG.,mint,claude-sonnet-5
CUSL,CUSL,0.3,1,low confidence,Insufficient information to identify the organisation behind this abbreviation.,mint,claude-sonnet-5
Clinic for Nephrology,Department of Nephrology (unspecified),0.3,1,low confidence,too vague to identify parent institution,mint,claude-opus-5
Clinical Immunology Division,Clinical Immunology Division,0.3,1,low confidence,,mint,claude-sonnet-5
Clinical Immunology and Rheumatology,Clinical Immunology and Rheumatology,0.3,1,low confidence,,mint,claude-sonnet-5
Clinical Research Facilities,Clinical Research Facilities,0.3,1,low confidence,Vague sponsor name with insufficient identifying information,mint,claude-sonnet-5
DARYD,DARYD,0.3,1,low confidence,Insufficient information to identify the organisation; acronym only.,mint,claude-sonnet-5
DIPARTIMENTO DI MEDICINA CLINICA E SPERIMENTALE,Dipartimento di Medicina Clinica e Sperimentale,0.3,1,low confidence,No parent institution named,mint,claude-opus-5
Department Of Paediatric Cardiology,Department Of Paediatric Cardiology,0.3,1,low confidence,Department name with no identifiable parent institution,mint,claude-sonnet-5
Department of Anaesthesiology,Unknown Anaesthesiology Department,0.3,1,low confidence,No parent institution identifiable,mint,claude-sonnet-5
