raw_sponsor,entity_id,confidence,channel,reason,decided_by,decided_at_utc,model_id,prompt_version
ALK Abello A/S,ent_000031,0.97,mint,"All variants of ALK-Abello A/S, spelling and legal suffix differences only",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ALK-ABELL, S.A.",ent_000031,0.96,mint,"All variants of ALK-Abelló group (Danish A/S, Spanish S.A., German GmbH).",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALK-ABELLO,ent_000031,0.97,mint,"All variants of ALK-Abello A/S, spelling and legal suffix differences only",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ALK-ABELLO, S.A.",ent_000031,0.97,mint,"All variants of ALK-Abello A/S, spelling and legal suffix differences only",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ALK-Abell A/S,ent_000031,0.96,mint,"All variants of ALK-Abelló group (Danish A/S, Spanish S.A., German GmbH).",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALK-Abell Arzneimittel GmbH,ent_000031,0.96,mint,"All variants of ALK-Abelló group (Danish A/S, Spanish S.A., German GmbH).",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALK-Abell S. A.,ent_000031,0.96,mint,"All variants of ALK-Abelló group (Danish A/S, Spanish S.A., German GmbH).",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALK-Abell S.A,ent_000031,0.96,mint,"All variants of ALK-Abelló group (Danish A/S, Spanish S.A., German GmbH).",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALK-Abell S.A.,ent_000031,0.96,mint,"All variants of ALK-Abelló group (Danish A/S, Spanish S.A., German GmbH).",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"ALK-Abell, S.A.",ent_000031,0.96,mint,"All variants of ALK-Abelló group (Danish A/S, Spanish S.A., German GmbH).",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALK-Abello A/S,ent_000031,0.97,mint,"All variants of ALK-Abello A/S, spelling and legal suffix differences only",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ALK-Abello S.A.,ent_000031,0.97,mint,"All variants of ALK-Abello A/S, spelling and legal suffix differences only",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ALK-Abello, Group Clinical Development",ent_000031,0.97,mint,"All variants of ALK-Abello A/S, spelling and legal suffix differences only",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ALK-Abello, S.A.",ent_000031,0.97,mint,"All variants of ALK-Abello A/S, spelling and legal suffix differences only",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ALK-SCHERAX Arzneimittel GmbH,ent_000031,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ALLEGRIA onlus,ent_003545,0.6,mint,"Single string, appears to be an Italian nonprofit organisation (onlus).",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ALLERGAN LTD,ent_000166,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALLERGOPHARMA JOACHIM GANZER KG,ent_000167,0.95,mint,"All variants of Allergopharma, an affiliate of Merck KGaA, trading under its own brand.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"ALLOS Therapeutics, Inc.",ent_000176,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ALMA MATER STUDIORUM UNIVERSIT DI BOLOGNA,ent_000177,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ALMIRALL PRODESFARMA,ent_000178,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ALMIRALL S.A.,ent_000178,0.95,mint,"All national/legal variants of Almirall group, including Almirall Hermal GmbH",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALMIRALL SPA,ent_000178,0.95,mint,"All national/legal variants of Almirall group, including Almirall Hermal GmbH",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"ALMIRALL, S. A.",ent_000178,0.95,mint,"All national/legal variants of Almirall group, including Almirall Hermal GmbH",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"ALMIRALL, S. A., Research and Development RD Centre",ent_000178,0.95,mint,"All national/legal variants of Almirall group, including Almirall Hermal GmbH",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"ALMIRALL, S.A.",ent_000178,0.95,mint,"All national/legal variants of Almirall group, including Almirall Hermal GmbH",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALTANA Inc,ent_000033,0.9,mint,ALTANA Pharma national legal entities of one group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALTANA Pharma AG,ent_000033,0.9,mint,ALTANA Pharma national legal entities of one group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALTANA Pharma Ltd.,ent_000033,0.9,mint,ALTANA Pharma national legal entities of one group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALTANA Pharma bv,ent_000033,0.9,mint,ALTANA Pharma national legal entities of one group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ALTUS PHARMACEUTICALS INC,ent_003736,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AM-Pharma,ent_000035,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AM-Pharma B.V.,ent_000035,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AMAG Pharma USA, Inc",ent_000036,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"AMAG Pharmaceuticals, Inc.",ent_000036,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AMC,ent_000202,0.9,mint,"All variants, departments and named centres of the Academic Medical Center Amsterdam resolve to the parent institution.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AMC Amsterdam,ent_000202,0.9,mint,"All variants, departments and named centres of the Academic Medical Center Amsterdam resolve to the parent institution.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AMC Medical Research B.V.,ent_000037,0.7,mint,Separate legal B.V. research entity of the AMC.,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AMC Medical research BV,ent_000037,0.7,mint,Separate legal B.V. research entity of the AMC.,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AMC, Amsterdam",ent_000202,0.9,mint,"All variants, departments and named centres of the Academic Medical Center Amsterdam resolve to the parent institution.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AMC, Cardiovascular Sciences",ent_000202,0.9,mint,"All variants, departments and named centres of the Academic Medical Center Amsterdam resolve to the parent institution.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AMC, divisie Psychiatrie",ent_000202,0.9,mint,"All variants, departments and named centres of the Academic Medical Center Amsterdam resolve to the parent institution.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AMC- academisch psychiatrisch centrum,ent_000202,0.9,mint,"All variants, departments and named centres of the Academic Medical Center Amsterdam resolve to the parent institution.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AMC-UvA,ent_000202,0.9,mint,"All variants, departments and named centres of the Academic Medical Center Amsterdam resolve to the parent institution.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AMERSHAM HEALTH,ent_000194,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AMO Pharma Ltd,ent_000038,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AMO Pharma Ltd.,ent_000038,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AMW GmbH,ent_003546,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AMsterdam UMC-AMC,ent_000201,0.88,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ANA M,ent_000206,0.4,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANAVEX Life Sciences Corp.,ent_000212,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANERGIS SA,ent_000218,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANGEL LANAS,ent_000219,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANGELA PUENTE,ent_003774,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANGELINI,ent_000220,0.96,mint,All variants of the Angelini/ACRAF pharmaceutical group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"ANOVA Andrologi, Sexualmedicin, Transmedicin Karolinska Universitetssjukhuset och Ume  Universitet",ent_001911,0.88,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ANRS,ent_000040,0.9,mint,"All variants of the French national HIV/hepatitis research agency ANRS, including a joint string with a research centre.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ANRS Agence Nationale de Recherche sur le SIDA et les hpatites virales,ent_000040,0.9,mint,"All variants of the French national HIV/hepatitis research agency ANRS, including a joint string with a research centre.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ANRS Maladies Infectieuses Emergentes,ent_000040,0.9,mint,"All variants of the French national HIV/hepatitis research agency ANRS, including a joint string with a research centre.",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"ANTHERA Pharmaceuticals, Inc.",ent_000231,0.97,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANTONIO ANTELA LOPEZ,ent_000242,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANTONIO JEREZ CALERO,ent_003803,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANTONIO PEREZ MARTINEZ,ent_000244,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ANZ Breast Cancer Trials Group Limited,ent_000041,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ANZIC RESEARCH CENTRE,ent_003547,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AO OSPEDALE NIGUARDA CA GRANDA,ent_000053,0.9,mint,Niguarda is a distinct Milan hospital,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOP ORPHAN PHARMACEUTICALS,ent_000042,0.95,mint,Variants of AOP Orphan Pharmaceuticals incl. typo and legal suffixes,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOP Oprhan Pharmaceuticals AG,ent_000042,0.95,mint,Variants of AOP Orphan Pharmaceuticals incl. typo and legal suffixes,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOP Orphan Pharmaceuticals AG,ent_000042,0.95,mint,Variants of AOP Orphan Pharmaceuticals incl. typo and legal suffixes,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOP Orphan Pharmaceuticals GmbH,ent_000042,0.95,mint,Variants of AOP Orphan Pharmaceuticals incl. typo and legal suffixes,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOU CAREGGI,ent_000402,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOU CITTA DELLA SALUTE E DELLA SCIENZA DI TORINO,ent_000391,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AOU DI BOLOGNA POLICLINICO S.ORSOLA-MALPIGHI,ent_000414,0.96,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOU FEDERICO II,ent_000392,0.8,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOU MATERDOMINI,ent_003960,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AOU Meyer,ent_000405,0.96,mint,All variants of the Meyer children's hospital in Florence,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOU POLICLINICO DI MODENA,ent_000415,0.9,mint,"University hospital (Policlinico) of Modena, incl. department string",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOU SAN LUIGI GONZAGA - SCDU ONCOLOGIA MEDICA,ent_000410,0.95,mint,Same Orbassano hospital; department string rolls up,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AOU di Bologna Policlinico S.Orsola-Malpighi,ent_000414,0.96,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"AOU di Bologna, Policlinico S.Orsola-Malpighi",ent_000414,0.96,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
AP-HP/DRCI,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
APEIRON Biologics AG,ent_000043,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"APELLIS PHARMACEUTCIALS, INC.",ent_000246,0.98,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
APHP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
APOGEPHA Arzneimittel GmbH,ent_000251,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
APOTEX Inc.,ent_000252,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
APREA THERAPEUTICS AB,ent_000255,0.99,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
APREC,ent_003548,0.3,mint,Insufficient information to identify organisation beyond acronym,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
APRO,ent_000316,0.75,mint,"All variants refer to the same Catalan oncology research association, APRO, with minor spelling/accent differences.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
APTATARGETS S.L.,ent_000257,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AQUINOX PHARMACEUTICALS INC,ent_000259,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ARAFARMA GROUP, S.A.",ent_003834,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ARCA biopharma, Inc.",ent_003549,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ARCAGY,ent_000045,0.93,mint,All variants of the French ARCAGY-GINECO research group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ARCAGY Research,ent_000045,0.93,mint,All variants of the French ARCAGY-GINECO research group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ARCAGY-GINCO,ent_000045,0.93,mint,All variants of the French ARCAGY-GINECO research group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ARCAGY-GINECO,ent_000045,0.93,mint,All variants of the French ARCAGY-GINECO research group,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
"ARCHIVEL FARMA, S.L.",ent_000268,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ARCI trade name  LYON RECHERCHE CLINIQUE : LyREC,ent_002052,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ARCO,ent_003550,0.3,mint,Too vague to identify specific organisation,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ARIAD PHARMACEUTICALS,INC.",ent_000046,0.95,mint,"All variants of ARIAD Pharmaceuticals, Inc., some noting Takeda ownership; same company.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ARIAD Pharmaceuticals, Inc",ent_000046,0.95,mint,"All variants of ARIAD Pharmaceuticals, Inc., some noting Takeda ownership; same company.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ARIAD Pharmaceuticals, Inc.",ent_000046,0.95,mint,"All variants of ARIAD Pharmaceuticals, Inc., some noting Takeda ownership; same company.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ARIAD Pharmaceuticals, Inc. a wholly-owned subsidiary of Takeda Pharmaceutical  Company Limited",ent_000046,0.95,mint,"All variants of ARIAD Pharmaceuticals, Inc., some noting Takeda ownership; same company.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ARIAD Pharmaceuticals, Inc. a wholly-owned subsidiary of Takeda Pharmaceutical Ltd",ent_000046,0.95,mint,"All variants of ARIAD Pharmaceuticals, Inc., some noting Takeda ownership; same company.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ARIAD Pharmaceuticals, Inc.a wholly-owned subsidiary of Takeda Pharmaceutical Ltd.",ent_000046,0.95,mint,"All variants of ARIAD Pharmaceuticals, Inc., some noting Takeda ownership; same company.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ARMR Sciences Inc.,ent_003551,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ARQULE INC,ent_007122,0.99,mint,"Same company, spelling/case variants",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ARQule Inc.,ent_007122,0.99,mint,"Same company, spelling/case variants",model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ARTBC,ent_003552,0.3,mint,Insufficient information to identify the organisation behind the acronym ARTBC.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ARTIC,ent_003553,0.3,mint,Insufficient information to identify the organisation behind acronym ARTIC.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ARTIC Association pour la Recherche de Thrapeutiques Innovantes en Cancrologie,ent_000006,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ARYx Therapeutics,ent_000048,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ARYx Therapeutics Limited,ent_000048,0.95,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AS GRINDEKS,ent_001422,0.97,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AS Kevelt,ent_003554,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
AS.T.R.O.,ent_003747,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASAC PHARMACEUTICAL INTERNATIONAL A.I.E.,ent_000049,0.75,mint,"All variants of ASAC Pharmaceutical Inmunology, including a joint listing with Advanced Outcomes Research and an international AIE variant, grouped as one company family.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ASAC Pharmaceutical Inmunology, S.A.",ent_000049,0.75,mint,"All variants of ASAC Pharmaceutical Inmunology, including a joint listing with Advanced Outcomes Research and an international AIE variant, grouped as one company family.",model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASATE,ent_003555,0.3,mint,Insufficient information to identify the organisation behind this acronym.,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ASIH Stockholm Sdra, Lngbro Park",ent_000050,0.6,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASIT biotech S.A.,ent_003556,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ASKA Pharmaceutical.Co., Ltd",ent_003557,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASL 1 AVEZZANO-SULMONA-LAQUILA,ent_003558,0.8,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASL 2 SAVONESE,ent_003559,0.7,mint,Italian local health authority (Azienda Sanitaria Locale),model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASL 5 SPEZZINO,ent_003560,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASL 5 di PISA-ZONA VALDERA,ent_003561,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASL SALERNO 1,ent_003562,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASLAN Pharmaceuticals,ent_007116,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASLTO2-Maria Vittoria Hospital Cardiology,ent_003563,0.7,mint,Cardiology department resolved to parent hospital ASL TO2 Maria Vittoria Hospital,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASOCIACIN GALLEGA DE ENFERMEDAD  INFLAMATORIA INTESTITAL E.I.G.A.,ent_003877,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASOCIACIN INSTITUTO BIODONOSTIA,ent_001771,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASOCIACION ANDALUZA DE HEMATOLOGIA Y HEMOTERAPIA,ent_000309,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASOCIACION GITuD,ent_003875,0.5,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
"ASOCIACION PARA LA INVESTIGACION Y TRATAMIENTO DE ENFERMEDADES RENALES AITER,",ent_000305,0.9,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASOCIACION TERAPEUTICA EN HEMATOLOGIA Y ONCOLOGIA MEDICAS DEL HOSPITAL ARNAU DE VILANOVA DE VALENCIA,ent_000310,0.85,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASONMEC Asociacin de Oncologa Medica del Hospital de Cruces,ent_000052,0.7,mint,,model,2026-08-13T19:14:28Z,claude-sonnet-5,sponsor-mint-v2
ASSISTANC-PUBLIQUE-HOPITAUX DE PARIS AP-HP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS  AP-HP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE - HOPITAUX DE PARIS AP-HP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE - HPITAUX DE PARIS AP-HP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE - HPITAUX DE PARIS APHP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE DES HOPITAUX DE PARIS,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE HOPITAUX DE MARSEILLE,ent_000313,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE HOPITAUX MARSEILLE,ent_000313,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE HPITAUX DE MARSEILLE,ent_000313,0.95,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE HPITAUX DE PARIS,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS / ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS / ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS / ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS / Assistance Publique-Hopitaux de ParisAP-HP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS AP-HP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS APHP,ent_000314,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSOCIAZIONE ITALIANA EMATOLOGIA ONCOLOGIA PEDIATRICA,ent_000318,0.97,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSOCIAZIONE ITALIANA ENDOCRINOLOGIA-METABOLISMO-IPOFISI,ent_000319,0.9,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
ASSOCIAZIONE ITALIANA PER LO STUDIO DEL DOLORE,ent_000325,0.93,mint,,model,2026-08-13T19:14:28Z,claude-opus-5,sponsor-mint-v2
