raw_substance,active_substance_clean,match_status,match_score,match_source,match_reason,n_occurrences
"CIFLOX 500 mg, comprimé pelliculé sécable",Ciprofloxacin hydrochloride,review,62,chembl,alias match (chembl_synonym): 'ciflox' → 'ciprofloxacin hydrochloride',1
"ISOPTINE L.P. 240 mg, comprimé pelliculé sécable à libération prolongée",Tiospirone,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
HDP-101,Phi-101,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Almax Forte 1,5 g suspensión oral",Almagate,review,61,chembl,alias match (chembl_synonym): 'almax' → 'almagate',1
NVD-003,Df-003,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
RITION Glutatione,Ritiometan,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
VX-264 Implant,Cvx-241,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"PYOSTACINE 500 mg, comprimé pelliculé",Pytamine,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Standacillin 1 g – Pulver zur Herstellung einer Injektions-,Amantocillin,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"Prolastin 5000 mg,
Pulver und Lösungsmittel zur Herstellung einer Infusionslösung",.Alpha.1-proteinase inhibitor human,review,62,chembl,alias match (chembl_synonym): 'prolastin' → '.alpha.1-proteinase inhibitor human',1
"Prolastin 4000 mg,
Pulver und Lösungsmittel zur Herstellung einer Infusionslösung",.Alpha.1-proteinase inhibitor human,review,62,chembl,alias match (chembl_synonym): 'prolastin' → '.alpha.1-proteinase inhibitor human',1
NI-501;  emapalumab,Emapalumab,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
"Preato,75 mg, tabletki",Presatovir,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
RTX001,Rst-001,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
TAR-0520 gel matching vehicle without active ingredients,Tak-020,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
IM-250 50mg Capsules,Imd-2560,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
Bactil Flas 10 mg Liofilizados orales,Batilol,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
BMS986482,Bms-986142,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
Recombinant Humanized Anti-HER2 Monoclonal Antibody Injection,Recombinant adamts13,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
AZD9793,Az9773,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
AZD0022,Azd2207,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
ATTR-01,Tt-301,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
OCTANATE 1000 Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,Octisalate,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
OCTANATE 500 Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,Octisalate,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
OCTANATE 250 Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,Octisalate,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"hydroxypropyl methylcellulose HPMC 4000, sodium benzoate, propylene glycole, aqua destillata",Hydroxypropyl cellulose,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
AZD9750,Azd9056,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
EXV-802,Elx-02,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
SPI-62_DF1,Clofutriben,review,63,chembl,alias match (chembl_synonym): 'spi-62' → 'clofutriben',1
BMS-986365,Bms-986235,review,93,fuzzy:chembl,fuzzy match (jw similarity 93%),1
ABBV-706,Abbv-467,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
PTM Tenofovir DF,Tenofovir,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
"Prolastin 1000 mg, polvere e solvente per soluzione per infusione",.Alpha.1-proteinase inhibitor human,review,62,chembl,alias match (chembl_synonym): 'prolastin' → '.alpha.1-proteinase inhibitor human',1
"ALUTARD SQ epitel, injektionsvätska, suspension - 553 Hund",Paluratide,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
TAK-360,Tak-960,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
TRI-001,Rst-001,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Espididol 400 mg granulado para solución oral sabor menta,Nesapidil,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Cellulose microcristalline 50 microgrammes,Powdered cellulose,review,63,chembl,alias match (chembl_synonym): 'cellulose' → 'powdered cellulose',1
Identical capsule as the active product but without any active ingredient.,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"RIFADINE IV 600 mg, poudre et solvant pour solution pour perfusion",Rifampin,review,61,chembl,alias match (chembl_synonym): 'rifadine' → 'rifampin',1
ABO-101,Ab-101,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
COPINAL 300 mg cápsulas,Zinc acexamate,review,62,chembl,alias match (chembl_synonym): 'copinal' → 'zinc acexamate',1
AZD4360,Azd-4316,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Identical with the IMP NSC001 but without the active substance,Idremcinal,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Standacillin 2 g – Pulver zur Herstellung einer Injektions-,Amantocillin,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"Povidona K-30, celulosa microcristalina, croscarmelosa sódica, Polyglicol 4000,
estearato de magnesio.",Povidone,review,63,chembl,alias match (chembl_synonym): 'povidona' → 'povidone',1
"Doreta, 37,5 mg + 325 mg, tabletki powlekane",Lidorestat,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
liquid dosage form in 20 mL vials with 11 extractable volume,Gliquidone,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
Lutetium Lu-177 PSMA I&T Injection,Lutetium lu-177 psma-r2,review,90,fuzzy:llm_reviewed,fuzzy match (jw similarity 90%),1
Phosphate buffered saline for SC administration,Triphosphate,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
Cincofarm 100 mg Cápsulas,Oxitriptan,review,62,chembl,alias match (chembl_synonym): 'cincofarm' → 'oxitriptan',1
infusione,Nifurizone,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
phosphate buffered saline.,Triphosphate,review,92,fuzzy:chembl,fuzzy match (jw similarity 92%),1
"LIMBAL STEM CELLS, AUTOLOGOUS",Climbazole,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
GAL-101 salt,Av-101,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"CryoStor CS10 + Physiologic solution, e.g., Ringers Lactate",Cryostor cs10,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
"Bactocin, pulver til infusionsvæske, opløsning",Carbetocin,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
UGN-104,Bn-104,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Methasan 10 mg,Dimethazan,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Amnion,Amphenidone,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Chorion Membrane Allograft,Chloroxine,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Lactato Ringer Braun, solução para perfusão",Lactitol,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
"Fludex 1,5 mg, επικαλυμμένα με λεπτό υμένιο δισκία παρατεταμένης αποδέσμευσης.",Indapamide,review,62,chembl,alias match (chembl_synonym): 'fludex' → 'indapamide',1
LUCIDEL 150 mg επικαλυμμένα με λεπτό υμένιο δισκία.,Flucindole,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Inosamin 25mg, επικαλυμμένα με λεπτό υμένιο δισκία",Indoramin,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
TolDec,Atolide,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Budesonida Aldo-Unión 0,5 mg",Budesonide,review,62,chembl,alias match (chembl_synonym): 'budesonida' → 'budesonide',1
AZD0516,Azd-0156,review,91,fuzzy:chembl,fuzzy match (jw similarity 91%),1
VENT-03,Ent-03,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
Nasolin 1 mg,Lanolin,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
"oral GLP-1R agonist (CT-996) Capsule, hard 0 mg",Glp-1,review,94,fuzzy:chembl,fuzzy match (jw similarity 94%),1
"BUPIVACAÍNA PHYSAN 0,25% SOLUCIÓN INYECTABLE",Bupivacaine,review,91,fuzzy:manual,fuzzy match (jw similarity 91%),1
Descartes-08,Descartes 30,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
AZD6793,Azd-6703,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
"FOLINORAL 25 mg, gélule",Fluindarol,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
diluent,Difluprednate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Elixirium thymi compositum FoNo VIII. Naturland belsőleges oldat,Etipirium,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Amchafibrin 500 mg solución inyectable,Afabicin,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Levobupivacaína Normon 5 mg,Levobupivacaine,review,93,fuzzy:llm_reviewed,fuzzy match (jw similarity 93%),1
ONC206 Powder,Onc-206,review,63,chembl,alias match (chembl_synonym): 'onc206' → 'onc-206',1
VIOSER 5% w,Vibosameran,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
LAD191,Azd1981,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Diluent A195,Difluprednate,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
ADX-324,Ad-214,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
AZD5148,Azd3514,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
"Finlepsin 200 retard, 200 mg, tabletki o przedłużonym uwalnianiu",Carbamazepine,review,62,chembl,alias match (chembl_synonym): 'finlepsin' → 'carbamazepine',1
"Orungal, 100 mg, kapsułki",Itraconazole,review,62,chembl,alias match (chembl_synonym): 'orungal' → 'itraconazole',1
Gemfibrozilo STADA 600 mg comprimidos recubiertos con película EFG,Gemfibrozil,review,62,chembl,alias match (chembl_synonym): 'gemfibrozilo' → 'gemfibrozil',1
"Neurotop retard 300, 300 mg, tabletki o przedłużonym uwalnianiu",Carbamazepine,review,62,chembl,alias match (chembl_synonym): 'neurotop' → 'carbamazepine',1
TECHNETIUM (99MTC),NA,review,64,chembl,ambiguous alias maps to multiple substances,1
"Mebocaína Anti-Inflam, 1.2 mg + 3 mg, comprimidos para chupar",Mobecarb,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
LAD328,Azd0328,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
LTX-002,Elx-02,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
AZD1163,Azd1386,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Floxal EDO 3 mg,Floxacillin,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
IPN60300,Ipn-60090,review,88,fuzzy:chembl,fuzzy match (jw similarity 88%),1
AZD4144,Azd1446,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Bendafolin 10 mg,Bendazol,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Laktosmonohydrat SuperTab 11SD,Lactose monohydrate,review,91,fuzzy:chembl,fuzzy match (jw similarity 91%),1
TUB-030,Tb-403,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
ASP3082,Asp-8302,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
"Oxiklorin 100 mg tabletti, kalvopäällysteinen",Hydroxychloroquine sulfate,review,62,chembl,alias match (chembl_synonym): 'oxiklorin' → 'hydroxychloroquine sulfate',1
Birelentinib,Bemcentinib,review,86,fuzzy:llm_reviewed,fuzzy match (jw similarity 86%),1
Methadon,Methadone,review,96,fuzzy:manual,fuzzy match (jw similarity 96%),1
LTG-001 tablet,Stg-001,review,90,fuzzy:chembl,fuzzy match (jw similarity 90%),1
TERSOLISIB,Taselisib,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
Liquid Alpha1-Proteinase Inhibitor (Human) (Prolastin®-C Liquid or Liquid Alpha1-PI),Gliquidone,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
OE Voriconazole,Omoconazole,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
"Salina Fisiológica Grifols 0,9% solución para perfusión",Salinazid,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
BMS-986523,Bms-986235,review,95,fuzzy:chembl,fuzzy match (jw similarity 95%),1
Orimelan 3 mg tabletter,Piromelatine,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
NAV-240,Av-203,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
CRMA-1001,Cm-101,review,89,fuzzy:chembl,fuzzy match (jw similarity 89%),1
Sterofundin ISO Infusionslösung,Stepronin,review,87,fuzzy:chembl,fuzzy match (jw similarity 87%),1
ISMIGEN tabletki podjezykowe,Igmesine,review,86,fuzzy:chembl,fuzzy match (jw similarity 86%),1
Amorion 100 mg,Amorolfine,review,85,fuzzy:llm_reviewed,fuzzy match (jw similarity 85%),1
Clorxil 5 mg,Clonixeril,review,85,fuzzy:chembl,fuzzy match (jw similarity 85%),1
"Rifadine 300 mg capsules, hard",Rifampin,review,61,chembl,alias match (chembl_synonym): 'rifadine' → 'rifampin',1
