"pip_procedure_number","pip_decision_number","ema_url","decision_type_code","decision_type_text","decision_title","decision_date","active_substance","therapeutic_area","condition","compliance_check_done","has_full_waiver","has_partial_waiver","has_deferral","pdf_url","parse_confidence","fetched_at","ema_feed_timestamp"
"EMA/PE/0000228360",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000228360","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","28/01/2025","ezetimibe;rosuvastatin","Metabolism and nutrition disorders","Treatment of hypercholesterolaemia","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000228114",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000228114","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","17/01/2025","mesdopetam","Nervous system disorders","Treatment of Parkinson's disease","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000228097",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000228097","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","28/01/2025","sacituzumab govitecan","Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Treatment of endometrial carcinoma","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000227674",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000227674","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","03/01/2025","zampilimab","Respiratory, thoracic and mediastinal disorders","Treatment of idiopathic pulmonary fibrosis","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000228776",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000228776","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","28/01/2025","abemaciclib","Nervous system disorders","Treatment of glioma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000228333",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000228333","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","24/01/2025","sufentanil citrate;ketamine (hydrochloride)","General disorders and administration site conditions","Treatment of acute pain","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001502-PIP01-13","P/149/2014","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001502-pip01-13","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","13/06/2014","adeno-associated viral vector serotype 9 containing human sulfamidase gene","Endocrinology-Gynaecology-Fertility-Metabolism","Treatment of mucopolysaccharidosis type IIIA (Sanfilippo A syndrome)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-001722-PIP01-14-M02","P/286/2019","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-001722-pip01-14-m02","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","16/08/2019","eteplirsen","Neurology","Treatment of Duchenne muscular dystrophy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003550-PIP01-23","P/403/2024","https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003550-pip01-23","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","15/01/2025","humanized IgG4 Monoclonal Antibody against FIXa and FX (NXT007)","Congenital, familial and genetic disorders","Treatment of Haemophilia A","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMEA-003502-PIP02-24",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/emea-003502-pip02-24","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","28/01/2025","mezagitamab","Renal and urinary disorders","Treatment of primary immunoglobulin A nephropathy","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000243095",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000243095","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","16/01/2025","teplizumab","Metabolism and nutrition disorders","Treatment of type I diabetes mellitus","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000232930",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000232930","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","28/01/2025","mirikizumab","Gastrointestinal disorders","Treatment of ulcerative colitis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000232848",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000232848","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","28/01/2025","mirikizumab","Gastrointestinal disorders","Treatment of Crohn's disease","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000222532",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000222532","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","28/01/2025","tofacitinib","Musculoskeletal and connective tissue disorders","Treatment of chronic idiopathic arthritis (including rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis and juvenile idiopathic arthritis)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000221604",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000221604","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","ravulizumab","Renal and urinary disorders","Treatment of paroxysmal nocturnal haemoglobinuria","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000221583",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000221583","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","08/01/2025","famtozinameran;riltozinameran;tozinameran","Infections and infestations","Prevention of Coronavirus disease 2019 (COVID-19)","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000225594",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000225594","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","28/01/2025","imlifidase","Surgical and medical procedures","Prevention of graft rejection following solid organ transplantation","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000221462",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000221462","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","03/01/2025","[225Ac]Ac-PSMA-617","Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Treatment of PSMA-expressing prostate cancer","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000221296",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000221296","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","ravulizumab","Blood and lymphatic system disorders","Treatment of atypical haemolytic uremic syndrome","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000221213",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000221213","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","blinatumomab","Blood and lymphatic system disorders","Treatment of B-lymphoblastic leukaemia/lymphoma","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000184081",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000184081","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","etrasimod","Gastrointestinal disorders","Treatment of ulcerative colitis","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000183827",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000183827","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","tabelecleucel","Blood and lymphatic system disorders","Treatment of Epstein-Barr virus associated post-transplant lymphoproliferative disorder","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000182607",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000182607","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","Maribavir","Infections and infestations","Treatment of cytomegalovirus (CMV) infection","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000182245",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000182245","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","28/01/2025","5,8-dichloro-2-[(4-methoxy-6-methyl-2-oxo-1,2-dihydropyridin-3-yl)methyl]-7-[(R)-methoxy(oxetan-3-yl)methyl]-3,4-dihydroisoquinolin-1(2H)-one","Neoplasms benign, malignant and unspecified (incl cysts and polyps)","Treatment of prostate malignant neoplasms","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000182075",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000182075","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","venetoclax","Blood and lymphatic system disorders","Treatment of malignant neoplasms of the haematopoietic and lymphoid tissue;Treatment of solid malignant tumours","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000181243",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000181243","P","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","P: decision agreeing on a investigation plan, with or without partial waiver(s) and or deferral(s)","03/01/2025","glutamatergic neurotransmission enhancer BI 1569912","Psychiatric disorders","Treatment of major depressive disorder","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000181174",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000181174","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","Dasiglucagon","Endocrine disorders","Treatment of hypoglycaemia","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000181050",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000181050","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","28/01/2025","lonigutamab","Eye disorders","Treatment of thyroid eye disease","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000225681",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000225681","PM","PM: decision on the application for modification of an agreed PIP","PM: decision on the application for modification of an agreed PIP","03/01/2025","recombinant human ectonucleotide pyrophosphatase/phosphodiesterase 1 fused to the Fc fragment of IgG1","Musculoskeletal and connective tissue disorders","Treatment of ectonucleotide pyrophosphatase/phosphodiesterase 1 (ENPP1) deficiency","",FALSE,,,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
"EMA/PE/0000225592",,"https://www.ema.europa.eu/en/medicines/human/paediatric-investigation-plans/ema-pe-0000225592","W","W: decision granting a waiver in all age groups for all conditions or indications","W: decision granting a waiver in all age groups for all conditions or indications","03/01/2025","ulixacaltamide (hydrochloride)","Nervous system disorders","Treatment of essential tremor","",TRUE,,FALSE,,"ema_bulk_table","2026-05-06 12:33:19 CEST","2026-05-06T06:15:34Z"
