"sponsor_name","baseline_date"
"Aptabio","2026-05-05"
"Aptalis Canada","2026-05-05"
"Aptalis Us","2026-05-05"
"Aptarion","2026-05-05"
"Aptatargets","2026-05-05"
"Aptose","2026-05-05"
"Apurano","2026-05-05"
"Aquilon","2026-05-05"
"Aquinox","2026-05-05"
"Aquinox Canada","2026-05-05"
"Aquitaine Sante","2026-05-05"
"Araclon","2026-05-05"
"Aradigm","2026-05-05"
"Arafarma","2026-05-05"
"Aragon","2026-05-05"
"Araim","2026-05-05"
"Arakis","2026-05-05"
"Arana","2026-05-05"
"Aravive","2026-05-05"
"Arbeitsgemeinschaft Medikamentoese Tumortherapie Ggmbh","2026-05-05"
"Arbeitsgemeinschaft Medikamentse Tumortherapie Gemeinntzige","2026-05-05"
"Arbeitskreis Fr Urologische Onkologie Der Sterr. Gesellschaft Fr Urologie Und Andrologie Auo","2026-05-05"
"Arbor","2026-05-05"
"Arbor Biotechnologies","2026-05-05"
"Arbutus","2026-05-05"
"Arca","2026-05-05"
"Arcagy","2026-05-05"
"Arcagy Gineco","2026-05-05"
"Arcagy-Ginco","2026-05-05"
"Archemix","2026-05-05"
"Archigen","2026-05-05"
"Archimedes","2026-05-05"
"Archivel Farma","2026-05-05"
"Arci Trade Name Lyon Recherche Clinique : Lyrec","2026-05-05"
"Arco","2026-05-05"
"Arctic As","2026-05-05"
"Arctic Ehf","2026-05-05"
"Arctic Hf","2026-05-05"
"Arcturus","2026-05-05"
"Arcus","2026-05-05"
"Arcutis","2026-05-05"
"Arcutis Biotherapeutics","2026-05-05"
"Ardana","2026-05-05"
"Ardea","2026-05-05"
"Ardelyx","2026-05-05"
"Ardeypharm","2026-05-05"
"Arena","2026-05-05"
"Aresus","2026-05-05"
"Areteia","2026-05-05"
"Argenta Discovery","2026-05-05"
"Argenx","2026-05-05"
"Arginox","2026-05-05"
"Argos","2026-05-05"
"Ariad","2026-05-05"
"Aribio Co","2026-05-05"
"Ariceum","2026-05-05"
"Aridis","2026-05-05"
"Aristea","2026-05-05"
"Ariston","2026-05-05"
"Aristotle University Of Thessaloniki","2026-05-05"
"Aristotle University Thessaloniki","2026-05-05"
"Ark","2026-05-05"
"Ark Pty","2026-05-05"
"Armgo","2026-05-05"
"Armr","2026-05-05"
"Arno","2026-05-05"
"Arnzazu Vzquez Doce","2026-05-05"
"Arog","2026-05-05"
"Arpida","2026-05-05"
"Arq National Psychotrauma Centre","2026-05-05"
"Arqule","2026-05-05"
"Array","2026-05-05"
"Arrivent","2026-05-05"
"Arrow","2026-05-05"
"Arrow . A Member Of The Astrazeneca Of Companies","2026-05-05"
"Arrowhead","2026-05-05"
"Ars Irl","2026-05-05"
"Arsanis","2026-05-05"
"Artbc","2026-05-05"
"Artelo","2026-05-05"
"Arthex","2026-05-05"
"Arthritis Alaptvny","2026-05-05"
"Arthroscopic Surgery Unit","2026-05-05"
"Artic","2026-05-05"
"Artic Association Pour La Recherche De Thrapeutiques Innovantes En Cancrologie","2026-05-05"
"Artios","2026-05-05"
"Artisan","2026-05-05"
"Artiva Biotherapeutics","2026-05-05"
"Artu Biologicals","2026-05-05"
"Arvi Yli-Hankala","2026-05-05"
"Arvinas Androgen Receptor","2026-05-05"
"Arvinas Estrogen Receptor","2026-05-05"
"Arvinas Estrogen Receptor, . Arvinas","2026-05-05"
"Arvinas Operations","2026-05-05"
"Aryogen Pharmed","2026-05-05"
"Aryx","2026-05-05"
"As","2026-05-05"
"As Grindeks","2026-05-05"
"As Kevelt","2026-05-05"
"AS.T.R.O","2026-05-05"
"ASAC A.I.E","2026-05-05"
"Asac Inmunology","2026-05-05"
"Asac Inmunology . / Advanced Outcomes","2026-05-05"
"Asahi Kasei","2026-05-05"
"Asahi Kasei America","2026-05-05"
"Asarina","2026-05-05"
"Asarina Aps","2026-05-05"
"Asate","2026-05-05"
"Asbjrn Mohr Drewes","2026-05-05"
"Ascelia","2026-05-05"
"Ascendis","2026-05-05"
"Ascendis Bone Diseases","2026-05-05"
"Ascendis Growth Disorders","2026-05-05"
"Asceneuron","2026-05-05"
"Ascentage","2026-05-05"
"Asherman Therapy U","2026-05-05"
"Ashford And St Peters Hospitals Nhs Foundation Trust","2026-05-05"
"Ashford And St Peters Hospitals Nhs Trust","2026-05-05"
"Ashford St. Peters Hospitals Nhs Trust","2026-05-05"
"Asieris Meditech Co","2026-05-05"
"Asih Stockholm Sdra, Lngbro Park","2026-05-05"
"Asit","2026-05-05"
"ASKA .Co","2026-05-05"
"Askbio","2026-05-05"
"Askbio . / Askbio","2026-05-05"
"Asklepion","2026-05-05"
"Asklepios","2026-05-05"
"Asklepios Fachkliniken Mnchen Gauting","2026-05-05"
"Asklepios Klinik Sankt Augustin","2026-05-05"
"Asklepios Kliniken Hamburg","2026-05-05"
"Asklepios Klink Sankt Augustin","2026-05-05"
"Asklepios Krankenhaus Weienfels","2026-05-05"
"Asl 1 Avezzano-Sulmona-Laquila","2026-05-05"
"Asl 2 Savonese","2026-05-05"
"Asl 5 Di Pisa-Zona Valdera","2026-05-05"
"Asl 5 Spezzino","2026-05-05"
"Asl Salerno 1","2026-05-05"
"Aslan","2026-05-05"
"Aslan Pte","2026-05-05"
"Aslto2","2026-05-05"
"Asoc Grupo Espanol De Investigacion En Sarcomas","2026-05-05"
"Asociacin Andaluza De Hematologa","2026-05-05"
"Asociacin Andaluza De Hematologa Y Hemoterapia","2026-05-05"
"Asociacin Cientfica Para La Investigacin Nefrolgica Acinef","2026-05-05"
"Asociacin Colaboracin Cochrane Iberoamericana","2026-05-05"
"Asociacin De Investigacin Hepatolgica Y Transplante Heptico Infantil","2026-05-05"
"Asociacin De Oncologa Mdica Del Hospital De Cruces Asonmec","2026-05-05"
"Asociacin Dr. Peset Para El Estudio De La Hematologa Adopeh","2026-05-05"
"ASOCIACIN GALLEGA DE ENFERMEDAD INFLAMATORIA INTESTITAL E.I.G.A","2026-05-05"
"Asociacin Hht Espaa","2026-05-05"
"Asociacin Instituto Biodonostia","2026-05-05"
"Asociacin Instituto De Investigacin Sanitaria Biocruces","2026-05-05"
"Asociacin Para El Estudio De Enfermedades Infecciosas","2026-05-05"
"Asociacin Para El Estudio De Las Enfermedades Infecciosas","2026-05-05"
"Asociacin Para La Investigacin De Nefrologa Infantil","2026-05-05"
"Asociacin Terapeutica En Hematologia Y Oncologa Mdicas","2026-05-05"
"Asociacin Teraputica En Hematologa Y Oncologa Mdicas Del Hospital Arnau De Vilanova De Valencia","2026-05-05"
"Asociacin Teraputica Investigacin Oncolgica Atrio","2026-05-05"
"Asociacion Andaluza De Hematologia Y Hemoterapia","2026-05-05"
"Asociacion Europea Y Latinoamericana Selnet Para La Investigacion En Sarcomas","2026-05-05"
"Asociacion Gallega De Anestesiologia Reanimacion Y Dolor","2026-05-05"
"Asociacion Gitud","2026-05-05"
"Asociacion Grupo Tratamiento De Tumores Digestivos","2026-05-05"
"Asociacion Instituto Biogipuzkoa","2026-05-05"
"Asociacion Instituto De Investigacion Sanitaria Biobizkaia","2026-05-05"
"Asociacion Para La Investigacion Y Tratamiento De Enfermedades Renales Aiter","2026-05-05"
"Asociacion Terapeutica En Hematologia Y Oncologia Medicas Del Hospital Arnau De Vilanova De Valencia","2026-05-05"
"Asonmec Asociacin De Oncologa Medica Del Hospital De Cruces","2026-05-05"
"Aspen","2026-05-05"
"Aspiair","2026-05-05"
"Aspire","2026-05-05"
"Aspreva","2026-05-05"
"Ass.Prof. Petros Sfikakis","2026-05-05"
"Assembly","2026-05-05"
"Assistanc-Publique-Hopitaux De Paris Ap-Hp","2026-05-05"
"Assistance Pubique Hpitaux De Marseille","2026-05-05"
"Assistance Publique- Hpiaux De Paris","2026-05-05"
"Assistance Publique-Hopitaux De Paris Ap-Hp","2026-05-05"
"Assitance Publique","2026-05-05"
"Assitance Publique Des Hopitaux De Paris","2026-05-05"
"Asso De Recherche Cancers Gynecologiques","2026-05-05"
"Associaci Catalana Per A La Recerca Oncolgica I Les Seves Implicacions Sanitries I Socials","2026-05-05"
"Associaci Per A La Recerca Oncolgica Apro","2026-05-05"
"Associaci Per A La Recerca Oncolgicaapro","2026-05-05"
"Associaci Per La Recerca Oncolgica Apro","2026-05-05"
"Associacio Per A La Recerca Oncologica","2026-05-05"
"Associao Para Desenvolvimento Da Dermatologia Do Hospital De Santa Maria","2026-05-05"
"Associate Professor, Consultant Jens Brglum","2026-05-05"
"Association Aercot","2026-05-05"
"Association Bigorre Douleurs","2026-05-05"
"Association Extranodal Lymphoma Study","2026-05-05"
"Association Extranodal Lymphoma Study (Ielsg)","2026-05-05"
"Association For Innovation And Biomedical On Light And Image","2026-05-05"
"Association Hospitaliere De Bruxelles Et De Schaerbeek Centre Hospitalier Universitaire Brugmann","2026-05-05"
"Association Hospitalire Chu Brugmann","2026-05-05"
"Association Of Dutch Burn Centres","2026-05-05"
"Association Pour La Promotion De La Ranimation Mdicale Tours","2026-05-05"
"Association Redar, Hpital Ambroise Par","2026-05-05"
"Associazione Chirurghi Ospedalieri Italiani","2026-05-05"
"Associazione Italiana Ematologia Oncologia Pediatrica","2026-05-05"
"Associazione Italiana Endocrinologia-Metabolismo-Ipofisi","2026-05-05"
"Associazione Italiana Pazienti Leucemia Mieloide Cronica Aiplmc","2026-05-05"
"Associazione Italiana Per Lo Studio Del Dolore","2026-05-05"
"Associazione Italiana Per Lo Studio Del Pancreas","2026-05-05"
"Associazione Italiana Pneumologi Ospedalieri","2026-05-05"
"ASSOCIAZIONE LA NOSTRA FAMIGLIA - SEZIONE SCIENTIFICA I.R.C.C.S. E.MEDEA","2026-05-05"
"Associazione Malattie Sangue","2026-05-05"
"Associazione Malattie Sangue Onlus","2026-05-05"
"Associazione Piemontese Di Oncologia Toracica Apot","2026-05-05"
"Associazione Progetto Oncologia UMAN.A","2026-05-05"
"Associazione Qol-One","2026-05-05"
"ASSOCIAZIONE S.N.O","2026-05-05"
"Associazione Salentina Angela Serra Onlus","2026-05-05"
"Asst Fatebenefratelli Sacco","2026-05-05"
"Asst Grande Ospedale Metropolitano Niguarda","2026-05-05"
"Asst Santi Paolo E Carlo","2026-05-05"
"Astellas","2026-05-05"
"Astelleas Us","2026-05-05"
"Astex","2026-05-05"
"Asthma Foundation Naf","2026-05-05"
"Astion","2026-05-05"
"Aston University","2026-05-05"
"Astra Zeneca","2026-05-05"
"Astra Zenecagmbh","2026-05-05"
"AstraZeneca","2026-05-05"
"Astrazenecaab","2026-05-05"
"Astrazenenca","2026-05-05"
"Astria","2026-05-05"
"Astrivax","2026-05-05"
"Asubio","2026-05-05"
"Asur Azienda Sanitaria Unica Regionale Marche","2026-05-05"
"Atamyo","2026-05-05"
"Atavistik Bio","2026-05-05"
"Atea","2026-05-05"
"Atea . / Atea","2026-05-05"
"Athena Care/ Isala Klinieken","2026-05-05"
"Athenex","2026-05-05"
"Athens Medical Society","2026-05-05"
"Athenstaedt","2026-05-05"
"Athera Biotechnologies","2026-05-05"
"Atherogenics","2026-05-05"
"Athersys","2026-05-05"
"Atlantic","2026-05-05"
"Atopix","2026-05-05"
"Atossa","2026-05-05"
"Atossa Genetics","2026-05-05"
"Atox Bio","2026-05-05"
"Atrium Medical","2026-05-05"
"Atrium Medical Centre","2026-05-05"
"Atrium Medisch Centrum Parkstad","2026-05-05"
"Atriva","2026-05-05"
"Atrogi","2026-05-05"
"Attgeno","2026-05-05"
"Atvb Verein","2026-05-05"
"Atyr","2026-05-05"
"Audentes","2026-05-05"
"Audiocure","2026-05-05"
"Audion","2026-05-05"
"Augenklinik Der Lmu Mnchen","2026-05-05"
"Augenklinik Des Universittsklinikums Erlangen","2026-05-05"
"Augenklinik Universitaetsallee","2026-05-05"
"Aumed a.s","2026-05-05"
"Auo","2026-05-05"
"Aura","2026-05-05"
"Aurealis","2026-05-05"
"Auricula","2026-05-05"
"Aurinia","2026-05-05"
"Auris Ehf","2026-05-05"
"Auris Medical","2026-05-05"
"Aurobac S","2026-05-05"
"Auron","2026-05-05"
"Aurora Pujol Onofre","2026-05-05"
"Ausl 8","2026-05-05"
"Ausl Di Modena","2026-05-05"
"Ausl Di Piacenza","2026-05-05"
"Ausl Piacenza","2026-05-05"
"Ausl Viterbo","2026-05-05"
"Auspex","2026-05-05"
"Australasian Gastro-Intestinal Trials , Sydney University","2026-05-05"
"Australasian Gastrointestinal Trials","2026-05-05"
"Australian Kidney Trials Network, University Of Queensland","2026-05-05"
"Australian Sarcoma Assg","2026-05-05"
"Austrian Breast And Colorectal Cancer Study Abcsg","2026-05-05"
"Austrian Breast Cancer Study","2026-05-05"
"Austrian Breast Colorectal Cancer Study Abcsg","2026-05-05"
"Austrian Forum Against Cancer","2026-05-05"
"Austrian Prostate Study Aupsg","2026-05-05"
"Autifony","2026-05-05"
"Autoimmune Technologies","2026-05-05"
"Autolus","2026-05-05"
"Auva Trauma Center Vienna","2026-05-05"
"Auxilium","2026-05-05"
"Auxilius Sp. z o.o","2026-05-05"
"Av7","2026-05-05"
"Avalo","2026-05-05"
"Avalyn","2026-05-05"
"Avanir","2026-05-05"
"Avapo Ricerche - Venezia","2026-05-05"
"Avax Technologies","2026-05-05"
"Avdeling For Anestesi, Intensiv Og Operasjon Brum Sykehus","2026-05-05"
"Avemedica, s.r.o","2026-05-05"
"Avencell","2026-05-05"
"Aventis","2026-05-05"
"Aventis , . A Subsidiary Of Sanofi-Aventis","2026-05-05"
"Aventis Intercontinental - Sanofi-Aventis","2026-05-05"
"Aventis Pasteur Msd","2026-05-05"
"Aventis Recherche De Ve Loppement","2026-05-05"
"Aventis s.r.o","2026-05-05"
"Aventis Trading As Sanofi-Aventis","2026-05-05"
"Avenzo","2026-05-05"
"Aveo","2026-05-05"
"Avera","2026-05-05"
"Averitas","2026-05-05"
"Avexa","2026-05-05"
"Avexis","2026-05-05"
"Avexxin As","2026-05-05"
"Avi","2026-05-05"
"Aviadobio","2026-05-05"
"Avid Radiopharmaceuticals","2026-05-05"
"Avidity","2026-05-05"
"Avigen","2026-05-05"
"Avir Green Hills Trade","2026-05-05"
"Avizorex","2026-05-05"
"Avontec","2026-05-05"
"Avraham","2026-05-05"
"AWD","2026-05-05"
"AWD. Medical","2026-05-05"
"Axalbion","2026-05-05"
"Axcan","2026-05-05"
"Axcan . Axcan Is Subsidiary Of Axcan","2026-05-05"
"Axcella Health","2026-05-05"
"Axcentua","2026-05-05"
"Axelar","2026-05-05"
"Axoltis","2026-05-05"
"Axon Neuroscience","2026-05-05"
"Axonyx","2026-05-05"
"Axovant","2026-05-05"
"Axsome","2026-05-05"
"Axxonis","2026-05-05"
"Ayala","2026-05-05"
"Aytu","2026-05-05"
"Az Delta Vzw","2026-05-05"
"Az Groeninge","2026-05-05"
"Az Maria Middelares","2026-05-05"
"Az Maria Middelares Gent","2026-05-05"
"Az Sint Jan Brugge-Oostende Av","2026-05-05"
"Az Sint-Jan Brugge-Oostende Av","2026-05-05"
"Az St Augustinus, Wilrijk","2026-05-05"
"Az Turnhout","2026-05-05"
"Az-Vub","2026-05-05"
"AZ. DI RILIEVO NAZ. E DI ALTA SPECIALIZZAZIONE OSP. CIVICO E BENFRATELLI, G.DI CRISTINA E M.ASCOLI","2026-05-05"
"AZ. OSPEDALIERA GARIBALDI, S.LUIGI CURRO , ASCOLI TOMASELLI","2026-05-05"
"Az. Usl Di Cesena","2026-05-05"
"Azad","2026-05-05"
"Azafaros","2026-05-05"
"Azellon","2026-05-05"
"Azienda Asl Brescia","2026-05-05"
"AZIENDA DI RILIEVO NAZIONALE E DI ALTA SPECIALIZZAZIONE OSPEDALE CIVICO E BENFRATELLI, G.DI CRISTINA E M.ASCOLI","2026-05-05"
"Azienda Ospedale","2026-05-05"
"Azienda Ospedaliera","2026-05-05"
"Azienda Ospedaliera Ao Ospedale Niguarda Ca Granda","2026-05-05"
"Azienda Ospedaliera Arcispedale S. Maria Nuova","2026-05-05"
"Azienda Ospedaliera Bianchi-Melacrino-Morelli","2026-05-05"
"Azienda Ospedaliera Cardarelli","2026-05-05"
"AZIENDA OSPEDALIERA CARDINALE G.PANICO-TRICASE LECCE","2026-05-05"
"Azienda Ospedaliera Di Bologna Policlinico S. Orsola M. Malpighi","2026-05-05"
"Azienda Ospedaliera Di Caserta","2026-05-05"
"Azienda Ospedaliera Di Padova","2026-05-05"
"Azienda Ospedaliera Di Parma","2026-05-05"
"Azienda Ospedaliera Di Perugia","2026-05-05"
"Azienda Ospedaliera di Reggio Emilia Arcispedale S.Maria Nuova/IRCCS","2026-05-05"
"Azienda Ospedaliera Fatebenefratelli E Oftalmico - Milano","2026-05-05"
"AZIENDA OSPEDALIERA FONDAZIONE MACCHI A.O. DI RILIEVO NAZIONALE","2026-05-05"
"Azienda Ospedaliera G. Brotzu","2026-05-05"
"Azienda Ospedaliera Istituti Clinici Di Perfezionamento Di Milano","2026-05-05"
"Azienda Ospedaliera Istituti Ospitalieri Di Cremona","2026-05-05"
"Azienda Ospedaliera Istituti Ospitalieri Di Verona","2026-05-05"
"Azienda Ospedaliera L. Sacco","2026-05-05"
"AZIENDA OSPEDALIERA L. SACCO A.O. DI RILIEVO NAZIONALE","2026-05-05"
"Azienda Ospedaliera Maggiore Della Carita","2026-05-05"
"Azienda Ospedaliera Maggiore Della Carita Di Novara","2026-05-05"
"Azienda Ospedaliera Meyer","2026-05-05"
"Azienda Ospedaliera Ordine Mauriziano","2026-05-05"
"Azienda Ospedaliera Ordine Mauriziano Di Torino","2026-05-05"
"AZIENDA OSPEDALIERA OSPEDALE DI CIRCOLO A.O. DI RILIEVO REGIONALE","2026-05-05"
"AZIENDA OSPEDALIERA OSPEDALE NIGUARDA CA GRANDA A.O. DI RILIEVO NAZIONALE","2026-05-05"
"Azienda Ospedaliera Ospedale Policlinico Consorziale","2026-05-05"
"Azienda Ospedaliera Ospedale S. Salvatore","2026-05-05"
"AZIENDA OSPEDALIERA OSPEDALI RIUNITI DI BERGAMO A.O. DI RILIEVO NAZIONALE","2026-05-05"
"Azienda Ospedaliera Ospedali Riuniti Marche Nord","2026-05-05"
"Azienda Ospedaliera Papa Giovanni Xxiii","2026-05-05"
"Azienda Ospedaliera Per Lemergenza Cannizzaro","2026-05-05"
"Azienda Ospedaliera Pisana","2026-05-05"
"Azienda Ospedaliera Policlinico Di Modena","2026-05-05"
"Azienda Ospedaliera Provinciale Di Lecco","2026-05-05"
"Azienda Ospedaliera S. Carlo","2026-05-05"
"Azienda Ospedaliera S. Croce E Carle","2026-05-05"
"Azienda Ospedaliera S. Filippo Neri","2026-05-05"
"Azienda Ospedaliera S. Luigi Gonzaga","2026-05-05"
"Azienda Ospedaliera S. Maria","2026-05-05"
"Azienda Ospedaliera S. Maria Della Misericordia","2026-05-05"
"Azienda Ospedaliera S. Maria Di Terni","2026-05-05"
"Azienda Ospedaliera S. Paolo","2026-05-05"
"AZIENDA OSPEDALIERA S. PAOLO A.O. DI RILIEVO NAZIONALE","2026-05-05"
"Azienda Ospedaliera San Camillo Forlanini","2026-05-05"
"Azienda Ospedaliera San Gerardo Di Monza","2026-05-05"
"Azienda Ospedaliera San Gerardo, Monza","2026-05-05"
"Azienda Ospedaliera San Paolo","2026-05-05"
"Azienda Ospedaliera Santandrea","2026-05-05"
"Azienda Ospedaliera Senese","2026-05-05"
"Azienda Ospedaliera Spedali Civili Di Brescia","2026-05-05"
"Azienda Ospedaliera Umberto I","2026-05-05"
"Azienda Ospedaliera Universitaria Careggi","2026-05-05"
"Azienda Ospedaliera Universitaria Citta Della Salute E Della Scienza Di Torino","2026-05-05"
"Azienda Ospedaliera Universitaria Della Seconda Universita Degli Studi Di Napoli","2026-05-05"
"Azienda Ospedaliera Universitaria Gaetano Martino Messina / Azienda Ospedaliera Universitaria Gaetano Martino Messina","2026-05-05"
"Azienda Ospedaliera Universitaria Integrata Verona","2026-05-05"
"Azienda Ospedaliera Universitaria Meyer Irccs","2026-05-05"
"Azienda Ospedaliera Universitaria Ospedali Riuniti","2026-05-05"
"Azienda Ospedaliera Universitaria Policlinico Paolo Giaccone Di Palermo","2026-05-05"
"Azienda Ospedaliera Universitaria S.Martino - U.O. Oncologia Medica - Genova","2026-05-05"
"Azienda Ospedaliera Universitaria San Martino Genova","2026-05-05"
"Azienda Ospedaliera Vincenzo Monaldi Di Napoli","2026-05-05"
"Azienda Ospedaliera, Polo Universitario Luigi Sacco, Milano","2026-05-05"
"Azienda Ospedaliero","2026-05-05"
"Azienda Ospedaliero - Universitaria Policlinico","2026-05-05"
"Azienda Ospedaliero Universitaria Careggi, Firenze","2026-05-05"
"Azienda Ospedaliero Universitaria Delle Marche","2026-05-05"
"Azienda Ospedaliero Universitaria Di Cagliari","2026-05-05"
"Azienda Ospedaliero Universitaria Di Ferrara","2026-05-05"
"Azienda Ospedaliero Universitaria Di Modena","2026-05-05"
"Azienda Ospedaliero Universitaria Di Parma","2026-05-05"
"Azienda Ospedaliero Universitaria Maggiore Della Carit Di Novara","2026-05-05"
"Azienda Ospedaliero Universitaria Meyer Irccs","2026-05-05"
"AZIENDA OSPEDALIERO UNIVERSITARIA OSPEDALI RIUNITI UMBERTO I - G.M.LANCISI - G.SALESI","2026-05-05"
"Azienda Ospedaliero Universitaria Pisana","2026-05-05"
"Azienda Ospedaliero-Universitaria","2026-05-05"
"Azienda Ospedaliero-Universitaria Policlinico","2026-05-05"
"Azienda Ospedaliero-Universitaria S. Andrea","2026-05-05"
"Azienda Ospedaliero-Universitaria S. Maria Della Misericordia Di Udine","2026-05-05"
"Azienda Per I Servizi Sanitari 1 Triestina","2026-05-05"
"Azienda Provinciale Per I Servizi Sanitari","2026-05-05"
"Azienda Provinciale Per I Servizi Sanitari Della Provincia Autonoma Di Trento","2026-05-05"
"Azienda Sanitaria Dellalto Adige","2026-05-05"
"Azienda Sanitaria Di Firenze","2026-05-05"
"Azienda Sanitaria Locale 4 Di Torino","2026-05-05"
"Azienda Sanitaria Locale 9 Di Grosseto","2026-05-05"
"Azienda Sanitaria Locale Bi Di Biella","2026-05-05"
"Azienda Sanitaria Locale Della Provincia Di Biella","2026-05-05"
"Azienda Sanitaria Locale Di Bari","2026-05-05"
"Azienda Sanitaria Locale N 15 Di Cuneo","2026-05-05"
"Azienda Sanitaria N. 3 Genovese","2026-05-05"
"AZIENDA SANITARIA OSPEDALIERA O.I.R.M. - S. ANNA","2026-05-05"
"Azienda Sanitaria Ospedaliera S. Giovanni Battista Di Torino","2026-05-05"
"AZIENDA SANITARIA OSPEDALIERA S.CROCE E CARLE CUNEO","2026-05-05"
"Azienda Sanitaria Universitaria Friuli Centrale","2026-05-05"
"Azienda Socio","2026-05-05"
"Azienda Socio Sanitaria Territoriale Degli Spedali Civili Di Brescia","2026-05-05"
"Azienda Socio Sanitaria Territoriale Degli Spedali Civili Di Brescia / Azienda Socio Sanitaria Territoriale Degli Spedali Civili Di Brescia","2026-05-05"
"Azienda Socio Sanitaria Territoriale Dei Sette Laghi","2026-05-05"
"Azienda Socio Sanitaria Territoriale Di Lodi","2026-05-05"
"Azienda Socio Sanitaria Territoriale Di Mantova","2026-05-05"
"Azienda Socio Sanitaria Territoriale Ovest Milanese","2026-05-05"
"Azienda Socio Sanitaria Territoriale Papa Giovanni Xxiii","2026-05-05"
"AZIENDA U.L.S.S. N.8 DI ASOLO","2026-05-05"
"Azienda Ulss 12 Veneziana","2026-05-05"
"Azienda Ulss N.9 - Treviso, Uoc Pediatria","2026-05-05"
"Azienda Unit Sanitaria Locale","2026-05-05"
"Azienda Unit Sanitaria Locale Della Romagna","2026-05-05"
"Azienda Unit Sanitaria Locale Di Modena","2026-05-05"
"Azienda Unita Sanitaria Locale Di Bologna","2026-05-05"
"Azienda Unita Sanitaria Locale Di Parma","2026-05-05"
"Azienda Unita Sanitaria Locale Lecce","2026-05-05"
"Azienda Unita Sanitaria Locale N 12 Di Viareggio","2026-05-05"
"Azienda Unita Sanitaria Locale Toscana Nord Ovest","2026-05-05"
"Azienda Unita' Sanitaria Locale Toscana Sud Est","2026-05-05"
"Azienda Universitaria Ospedale Policlinico Umberto I","2026-05-05"
"Azienda Universitaria Policlinico Umberto I","2026-05-05"
"Azienda Universitaria Policlinico Umberto I Di Roma","2026-05-05"
"Azienda Usl 2 Di Lucca","2026-05-05"
"Azienda Usl 4 Prato","2026-05-05"
"Azienda Usl 6 Livorno Zona Livornese","2026-05-05"
"Azienda Usl 8 Arezzo","2026-05-05"
