alias_clean,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,source,confidence_prior,alias_type
angion biomedica,Angion Biomedica,NA,NA,unknown,self_alias,0.94,self
angitia,Angitia,NA,NA,unknown,self_alias,0.94,self
anheart therapeutics / nuvation bio,Anheart Therapeutics / Nuvation Bio,NA,NA,unknown,self_alias,0.94,self
anika therapeutics,Anika Therapeutics,NA,NA,unknown,self_alias,0.94,self
anji pharma us,Anji Pharma US,NA,NA,unknown,self_alias,0.94,self
ankh life sciences,Ankh Life Sciences,NA,NA,unknown,self_alias,0.94,self
anmco - fondazione italiana lotta malattie cardiovascolari,ANMCO - Fondazione Italiana Lotta Malattie Cardiovascolari,NA,NA,foundation,self_alias,0.94,self
ann merete moller,Ann Merete Möller,NA,NA,unknown,self_alias,0.94,self
annexon,Annexon,NA,NA,unknown,self_alias,0.94,self
annovis bio,Annovis Bio,NA,NA,unknown,self_alias,0.94,self
anocca,Anocca,NA,NA,unknown,self_alias,0.94,self
anormed,AnorMED,NA,NA,unknown,self_alias,0.94,self
anova andrologi sexualmedicin transmedicin karolinska,Karolinska University Hospital,NA,NA,hospital,llm_curated,1,NA
anrs,ANRS,ANRS,ANRS,public_body,llm_curated,1,NA
anstesiologisk intensiv afd v odense universitets hospital,Odense University Hospital,NA,NA,hospital,llm_curated,1,NA
anstesiologisk-intensiv afd v odense universitets hospital,Odense University Hospital,NA,NA,hospital,llm_curated,1,NA
ansun biopharma,Ansun Biopharma,NA,NA,unknown,self_alias,0.94,self
antares pharma,Antares Pharma,NA,NA,unknown,self_alias,0.94,self
antaros medical,Antaros Medical,NA,NA,unknown,self_alias,0.94,self
antev limited / antev nordic,Antev Limited / Antev Nordic,NA,NA,unknown,self_alias,0.94,self
anthera pharmaceuticals,Anthera Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
antibiotice s a / iasis pharmaceuticals hellas,Antibiotice S.A. / Iasis Pharmaceuticals Hellas,NA,NA,NA,self_alias,0.94,self
antibiotice s a / iasis pharmaceuticals hellas s a,Antibiotice S.A. / Iasis Pharmaceuticals Hellas,NA,NA,NA,ctis_businesskey,0.95,NA
antibiotx,AntibioTx,NA,NA,unknown,self_alias,0.94,self
antigenics,Antigenics,NA,NA,unknown,self_alias,0.94,self
antisense pharma,Antisense Pharma,NA,NA,unknown,self_alias,0.94,self
antisense therapeutics,Antisense Therapeutics,NA,NA,unknown,self_alias,0.94,self
antisoma research,Antisoma Research,NA,NA,unknown,self_alias,0.94,self
antoni van leeuwenhoek,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,llm_curated,1,NA
antonio perez-martinez,Antonio Pérez-Martínez,NA,NA,unknown,self_alias,0.94,self
antonio robalo nunes,António Robalo Nunes,NA,NA,unknown,self_alias,0.94,self
antonio van leeuwenhoek ziekenhuis,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,llm_curated,1,NA
antonio zebenzui gimeno garcia,Antonio Zebenzui Gimeno García,NA,NA,unknown,self_alias,0.94,self
antti vaananen,Antti Väänänen,NA,NA,unknown,self_alias,0.94,self
antwerp university hospital,Antwerp University Hospital,NA,NA,NA,ctis_businesskey,0.95,NA
anxiofit,Anxiofit,NA,NA,unknown,self_alias,0.94,self
anz breast cancer trials group,ANZ Breast Cancer Trials Group,NA,NA,unknown,self_alias,0.94,self
aou citta della salute e della scienza di torino,AOU Città della Salute e della Scienza di Torino,NA,NA,hospital,llm_curated,1,NA
aou universita degli studi della campania luigi vanvitelli,AOU Università degli Studi della Campania Luigi Vanvitelli,NA,NA,academic,self_alias,0.94,self
ap-hm,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,llm_curated,1,NA
ap-hp,AP-HP,AP-HP,AP-HP,hospital,llm_curated,1,NA
ap-hp/ drci,AP-HP,NA,NA,hospital,llm_curated,1,NA
ap-hp/drci,AP-HP,NA,NA,hospital,llm_curated,1,NA
apatech,ApaTech,NA,NA,unknown,self_alias,0.94,self
apceth,apceth,NA,NA,unknown,self_alias,0.94,self
apcintex,Apcintex,NA,NA,unknown,self_alias,0.94,self
apeiron biologics,APEIRON Biologics,NA,NA,unknown,self_alias,0.94,self
apellis pharmaceutcials,Apellis Pharmaceutcials,NA,NA,unknown,self_alias,0.94,self
apeptico,Apeptico,NA,NA,unknown,self_alias,0.94,self
apex bioscience,Apex Bioscience,NA,NA,unknown,self_alias,0.94,self
apexigen,Apexigen,NA,NA,unknown,self_alias,0.94,self
aphaia pharma,Aphaia Pharma,NA,NA,unknown,self_alias,0.94,self
aphp drci,AP-HP,NA,NA,hospital,llm_curated,1,NA
aplagon,Aplagon,NA,NA,unknown,self_alias,0.94,self
apocare pharma,Apocare Pharma,NA,NA,unknown,self_alias,0.94,self
apogee therapeutics,Apogee Therapeutics,NA,NA,unknown,self_alias,0.94,self
apogenix,Apogenix,NA,NA,unknown,self_alias,0.94,self
apogepha arzneimittel,Apogepha Arzneimittel,NA,NA,unknown,self_alias,0.94,self
apollomics,Apollomics,NA,NA,unknown,self_alias,0.94,self
aposcience,Aposcience,NA,NA,unknown,self_alias,0.94,self
apotex,Apotex,NA,NA,industry,self_alias,0.94,self
apotex inc.,Apotex,NA,NA,industry,llm_curated,1,NA
apoxis,Apoxis,NA,NA,unknown,self_alias,0.94,self
applied genetic technologies,Applied Genetic Technologies,NA,NA,unknown,self_alias,0.94,self
applied molecular transport,Applied Molecular Transport,NA,NA,unknown,self_alias,0.94,self
applied research using omic sciences,Applied Research Using Omic Sciences,NA,NA,unknown,self_alias,0.94,self
applied therapeutics,Applied Therapeutics,NA,NA,unknown,self_alias,0.94,self
aprea therapeutics,Aprea Therapeutics,NA,NA,unknown,self_alias,0.94,self
aprogen,Aprogen,NA,NA,unknown,self_alias,0.94,self
aptabio therapeutics,Aptabio Therapeutics,NA,NA,unknown,self_alias,0.94,self
aptalis pharma canada,Aptalis Pharma Canada,NA,NA,unknown,self_alias,0.94,self
aptalis pharma us,Aptalis Pharma US,NA,NA,unknown,self_alias,0.94,self
aptarion biotech,Aptarion Biotech,NA,NA,unknown,self_alias,0.94,self
aptatargets,Aptatargets,NA,NA,unknown,self_alias,0.94,self
aptose biosciences,Aptose Biosciences,NA,NA,unknown,self_alias,0.94,self
apurano pharmaceuticals,Apurano Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
araclon biotech,Araclon Biotech,NA,NA,unknown,self_alias,0.94,self
aradigm,Aradigm,NA,NA,unknown,self_alias,0.94,self
arafarma group,Arafarma Group,NA,NA,unknown,self_alias,0.94,self
arakis,Arakis,NA,NA,unknown,self_alias,0.94,self
arana therapeutics,Arana Therapeutics,NA,NA,unknown,self_alias,0.94,self
aranzazu vazquez doce,Aranzazu Vázquez Doce,NA,NA,unknown,self_alias,0.94,self
aravive,Aravive,NA,NA,unknown,self_alias,0.94,self
arbeitsgemeinschaft medikamentose tumortherapie ggmbh,Arbeitsgemeinschaft Medikamentöse Tumortherapie gGmbH,NA,NA,unknown,self_alias,0.94,self
arbor biotechnologies,Arbor Biotechnologies,NA,NA,unknown,self_alias,0.94,self
arbor pharmaceuticals,Arbor Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
arbutus biopharma,Arbutus Biopharma,NA,NA,unknown,self_alias,0.94,self
arca biopharma,ARCA biopharma,NA,NA,unknown,self_alias,0.94,self
arcagy,Arcagy Gineco,NA,NA,NA,llm_curated,1,NA
arcagy gineco,Arcagy Gineco,NA,NA,NA,ctis_businesskey,0.95,NA
arcagy-ginco,Arcagy Gineco,NA,NA,cooperative_group,llm_curated,1,NA
arcagy-gineco,Arcagy Gineco,NA,NA,NA,llm_curated,1,NA
archemix,Archemix,NA,NA,unknown,self_alias,0.94,self
archigen biotech,Archigen Biotech,NA,NA,unknown,self_alias,0.94,self
archimedes development,Archimedes Development,NA,NA,unknown,self_alias,0.94,self
archivel farma,Archivel Farma,NA,NA,industry,self_alias,0.94,self
archivel farma s.l.,Archivel Farma,NA,NA,industry,llm_curated,1,NA
archivel farma sl,Archivel Farma,NA,NA,industry,llm_curated,1,NA
arctic bioscience,Arctic Bioscience,NA,NA,unknown,self_alias,0.94,self
arctic therapeutics hf,Arctic Therapeutics hf.,NA,NA,NA,ctis_businesskey,0.95,NA
arcturus therapeutics europe,Arcturus Therapeutics Europe,NA,NA,unknown,self_alias,0.94,self
arcus biosciences,Arcus Biosciences,NA,NA,unknown,self_alias,0.94,self
arcutis biotherapeutics,Arcutis Biotherapeutics,NA,NA,unknown,self_alias,0.94,self
ardana,Ardana,NA,NA,unknown,self_alias,0.94,self
ardea biosciences,Ardea Biosciences,NA,NA,unknown,self_alias,0.94,self
ardelyx,Ardelyx,NA,NA,unknown,self_alias,0.94,self
ardeypharm,Ardeypharm,NA,NA,unknown,self_alias,0.94,self
area de atencion integrada de albacete,Área de Atención Integrada de Albacete,NA,NA,unknown,self_alias,0.94,self
arena pharmaceuticals,Arena Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
aresus pharma,Aresus Pharma,NA,NA,unknown,self_alias,0.94,self
areteia therapeutics,Areteia Therapeutics,NA,NA,unknown,self_alias,0.94,self
argenta discovery,Argenta Discovery,NA,NA,unknown,self_alias,0.94,self
argenx bvba,argenx,argenx BV,argenx BV,industry,llm_curated,1,NA
arginox pharmaceuticals,Arginox Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
argos therapeutics,Argos Therapeutics,NA,NA,unknown,self_alias,0.94,self
ariad pharmaceuticals,ARIAD Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
aribio co,Aribio Co.,NA,NA,unknown,self_alias,0.94,self
ariceum therapeutics,Ariceum Therapeutics,NA,NA,unknown,self_alias,0.94,self
aridis pharmaceuticals,Aridis Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
aristea therapeutics,Aristea Therapeutics,NA,NA,unknown,self_alias,0.94,self
ariston pharmaceuticals,Ariston Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
ark biosciences,Ark Biosciences,NA,NA,unknown,self_alias,0.94,self
armgo pharma,Armgo Pharma,NA,NA,NA,self_alias,0.94,self
armgo pharma inc,Armgo Pharma,NA,NA,NA,ctis_businesskey,0.95,NA
armr sciences,ARMR Sciences,NA,NA,unknown,self_alias,0.94,self
arno therapeutics,Arno Therapeutics,NA,NA,unknown,self_alias,0.94,self
arog pharmaceuticals,Arog Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
arpida,Arpida,NA,NA,unknown,self_alias,0.94,self
arqule,ArQule,NA,NA,unknown,self_alias,0.94,self
arrivent biopharma,Arrivent Biopharma,NA,NA,unknown,self_alias,0.94,self
arrow therapeutics,Arrow Therapeutics,NA,NA,unknown,self_alias,0.94,self
arrowhead research,Arrowhead Research,NA,NA,unknown,self_alias,0.94,self
ars pharmaceuticals irl,Ars Pharmaceuticals IRL,NA,NA,unknown,self_alias,0.94,self
arsanis,Arsanis,NA,NA,unknown,self_alias,0.94,self
artelo biosciences,Artelo Biosciences,NA,NA,unknown,self_alias,0.94,self
arthex biotech,Arthex Biotech,NA,NA,unknown,self_alias,0.94,self
artios pharma,Artios Pharma,NA,NA,unknown,self_alias,0.94,self
artisan pharma,Artisan Pharma,NA,NA,unknown,self_alias,0.94,self
artiva biotherapeutics,Artiva Biotherapeutics,NA,NA,unknown,self_alias,0.94,self
artu biologicals europe,Artu Biologicals Europe,NA,NA,unknown,self_alias,0.94,self
arvinas operations,Arvinas Operations,NA,NA,unknown,self_alias,0.94,self
asac pharmaceutical inmunology s a / advanced outcomes research,Asac Pharmaceutical Inmunology S.A. / Advanced Outcomes Research,NA,NA,unknown,self_alias,0.94,self
asahi kasei pharma america,Asahi Kasei Pharma America,NA,NA,unknown,self_alias,0.94,self
asbjorn mohr drewes,Asbjørn Mohr Drewes,NA,NA,unknown,self_alias,0.94,self
ascelia pharma,Ascelia Pharma,NA,NA,unknown,self_alias,0.94,self
ascendis pharma bone disease,Ascendis Pharma Bone Disease,NA,NA,unknown,self_alias,0.94,self
ascendis pharma endocrinology division,Ascendis Pharma Endocrinology Division,NA,NA,unknown,self_alias,0.94,self
ascendis pharma growth disorders,Ascendis Pharma Growth Disorders,NA,NA,unknown,self_alias,0.94,self
asceneuron,Asceneuron,NA,NA,unknown,self_alias,0.94,self
ascentage pharma group,Ascentage Pharma Group,NA,NA,unknown,self_alias,0.94,self
asherman therapy,Asherman Therapy,NA,NA,unknown,self_alias,0.94,self
asieris meditech co,Asieris MediTech Co.,NA,NA,unknown,self_alias,0.94,self
asih stockholm sodra langbro park,"ASIH Stockholm Södra, Långbro Park",NA,NA,unknown,self_alias,0.94,self
asit biotech,ASIT biotech,NA,NA,unknown,self_alias,0.94,self
aska pharmaceutical co,ASKA Pharmaceutical Co.,NA,NA,unknown,self_alias,0.94,self
askbio,Askbio,NA,NA,industry,self_alias,0.94,self
asklepion pharmaceuticals,Asklepion Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
asklepios fachkliniken munchen gauting,Asklepios Fachkliniken München Gauting,NA,NA,unknown,self_alias,0.94,self
asl 1 avezzano-sulmona-l'aquila,ASL 1 Avezzano-Sulmona-L'Aquila,NA,NA,unknown,self_alias,0.94,self
asl 8 arezzo,ASL 8 Arezzo,NA,NA,unknown,self_alias,0.94,self
asociacion dr peset para el estudio de la hematologia adopeh,Asociación Dr. Peset para el Estudio de la Hematología ADOPEH,NA,NA,unknown,self_alias,0.94,self
asociacion hht espana,Asociación HHT España,NA,NA,unknown,self_alias,0.94,self
asociacion instituto biodonostia,Asociación Instituto Biodonostia,NA,NA,unknown,self_alias,0.94,self
asociacion para el estudio de las enfermedades infecciosas,Asociación para el Estudio de las Enfermedades Infecciosas,NA,NA,unknown,self_alias,0.94,self
asociacion para la investigacion de nefrologia infantil,Asociación para la Investigación de Nefrología Infantil,NA,NA,unknown,self_alias,0.94,self
asociacion terapeutica en hematologia y oncologia medicas,Asociación Terapéutica en Hematología y Oncología Médicas,NA,NA,unknown,self_alias,0.94,self
aspen,Aspen,NA,NA,unknown,self_alias,0.94,self
aspiair,Aspiair,NA,NA,unknown,self_alias,0.94,self
aspire pharma,Aspire Pharma,NA,NA,unknown,self_alias,0.94,self
aspreva pharmaceuticals,Aspreva Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
assistance pubique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,llm_curated,1,NA
assistance publique - hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,llm_curated,1,NA
assistance publique - hopitaux de paris,AP-HP,AP-HP,AP-HP,hospital,llm_curated,1,NA
assistance publique - hopitaux de paris ap-hp,AP-HP,AP-HP,AP-HP,hospital,llm_curated,1,NA
assistance publique - hpitaux de paris,AP-HP,AP-HP,AP-HP,hospital,llm_curated,1,NA
assistance publique - hpitaux de paris aphp,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique -hopitaux de paris,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique -hpitaux de paris,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique des hpitaux de paris,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique hopitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,llm_curated,1,NA
assistance publique hopitaux de paris,AP-HP,AP-HP,AP-HP,hospital,llm_curated,1,NA
assistance publique hopitaux de paris / drci,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique hopitaux de paris/ drci,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique hpitaux de marseille,Assistance Publique - Hôpitaux de Marseille,NA,NA,hospital,llm_curated,1,NA
assistance publique hpitaux de paris,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique hpitaux de paris / drci,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique- hpiaux de paris,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique-hopitaux de paris / assistance publique-hopitaux de paris,AP-HP,NA,NA,hospital,llm_curated,1,NA
assistance publique-hopitaux de paris aphp,AP-HP,AP-HP,AP-HP,hospital,llm_curated,1,NA
assitance publique-hopiaux de paris,AP-HP,NA,NA,hospital,llm_curated,1,NA
assitance publique-hpitaux de paris,AP-HP,NA,NA,hospital,llm_curated,1,NA
associacio catalana per a la recerca oncologica i les seves implicacions sanitaries i socials,Associació Catalana per a la Recerca Oncològica i les seves implicacions Sanitàries i Socials,NA,NA,unknown,self_alias,0.94,self
association international extranodal lymphoma study group,Association International Extranodal Lymphoma Study Group,NA,NA,NA,ctis_businesskey,0.95,NA
associazione malattie sangue,Associazione Malattie Sangue,NA,NA,foundation,llm_curated,1,NA
asst dei sette laghi,ASST dei Sette Laghi,NA,NA,unknown,self_alias,0.94,self
asst lecco,ASST Lecco,NA,NA,unknown,self_alias,0.94,self
asst mantova,ASST Mantova,NA,NA,unknown,self_alias,0.94,self
astellas,Astellas Pharma,Astellas Pharma,Astellas Pharma,industry,llm_curated,1,NA
astellas pharma,Astellas Pharma,Astellas Pharma,Astellas Pharma,industry,llm_curated,1,NA
astellas pharma europe bv,Astellas Pharma,Astellas Pharma,Astellas Pharma,industry,llm_curated,1,NA
astex therapeutics,Astex Therapeutics,NA,NA,unknown,self_alias,0.94,self
astion danmark,Astion Danmark,NA,NA,unknown,self_alias,0.94,self
astion pharma,Astion Pharma,NA,NA,unknown,self_alias,0.94,self
astrazeneca,AstraZeneca,AstraZeneca,AstraZeneca,industry,llm_curated,1,NA
astrazeneca ab,AstraZeneca,AstraZeneca,AstraZeneca,industry,llm_curated,1,NA
astrazeneca plc,AstraZeneca,AstraZeneca,AstraZeneca,industry,llm_curated,1,NA
astrazenecaab,AstraZeneca,NA,NA,industry,llm_curated,1,NA
astrazenenca ab,AstraZeneca,AstraZeneca,AstraZeneca,industry,llm_curated,1,NA
astria therapeutics,Astria Therapeutics,NA,NA,unknown,self_alias,0.94,self
asubio pharmaceuticals,Asubio Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
asur marche,ASUR Marche,NA,NA,unknown,self_alias,0.94,self
atavistik bio,Atavistik Bio,NA,NA,unknown,self_alias,0.94,self
atea pharmaceuticals,Atea Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
athenex,Athenex,NA,NA,unknown,self_alias,0.94,self
athenstaedt,Athenstaedt,NA,NA,unknown,self_alias,0.94,self
athera biotechnologies,Athera Biotechnologies,NA,NA,unknown,self_alias,0.94,self
atherogenics,AtheroGenics,NA,NA,unknown,self_alias,0.94,self
athersys,Athersys,NA,NA,unknown,self_alias,0.94,self
atlantic pharmaceuticals,Atlantic Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
atopix therapeutics,Atopix Therapeutics,NA,NA,unknown,self_alias,0.94,self
atossa genetics,Atossa Genetics,NA,NA,unknown,self_alias,0.94,self
atossa therapeutics,Atossa Therapeutics,NA,NA,unknown,self_alias,0.94,self
atrio,ATRIO,NA,NA,unknown,self_alias,0.94,self
atriva therapeutics,Atriva Therapeutics,NA,NA,unknown,self_alias,0.94,self
atrogi,Atrogi,NA,NA,unknown,self_alias,0.94,self
attgeno,Attgeno,NA,NA,unknown,self_alias,0.94,self
atyr pharma,aTyr Pharma,NA,NA,unknown,self_alias,0.94,self
audentes therapeutics,Audentes Therapeutics,NA,NA,unknown,self_alias,0.94,self
audiocure pharma,AudioCure Pharma,NA,NA,unknown,self_alias,0.94,self
audion therapeutics,Audion Therapeutics,NA,NA,unknown,self_alias,0.94,self
aura biosciences,Aura Biosciences,NA,NA,unknown,self_alias,0.94,self
aurealis,Aurealis,NA,NA,unknown,self_alias,0.94,self
auricula biosciences,Auricula Biosciences,NA,NA,unknown,self_alias,0.94,self
aurinia pharmaceuticals,Aurinia Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
auris medical,Auris Medical,NA,NA,unknown,self_alias,0.94,self
auron therapeutics,Auron Therapeutics,NA,NA,unknown,self_alias,0.94,self
auspex pharmaceuticals,Auspex Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
autifony therapeutics,Autifony Therapeutics,NA,NA,unknown,self_alias,0.94,self
autoimmune technologies,Autoimmune Technologies,NA,NA,unknown,self_alias,0.94,self
autolus,Autolus,NA,NA,unknown,self_alias,0.94,self
auxilium uk,Auxilium UK,NA,NA,unknown,self_alias,0.94,self
avadel ireland,Avadel Ireland,NA,NA,unknown,self_alias,0.94,self
avalo therapeutics,Avalo Therapeutics,NA,NA,unknown,self_alias,0.94,self
avalyn pharma,Avalyn Pharma,NA,NA,unknown,self_alias,0.94,self
avanir pharmaceuticals,Avanir Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
avax technologies,AVAX Technologies,NA,NA,unknown,self_alias,0.94,self
avencell europe,AvenCell Europe,NA,NA,unknown,self_alias,0.94,self
avencell therapeutics,Avencell Therapeutics,NA,NA,unknown,self_alias,0.94,self
aventis pharma,Sanofi,Sanofi,Sanofi,industry,llm_curated,1,NA
aventis pharmaceuticals,Aventis Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
avenzo therapeutics,Avenzo Therapeutics,NA,NA,unknown,self_alias,0.94,self
avera pharmaceuticals,Avera Pharmaceuticals,NA,NA,unknown,self_alias,0.94,self
averitas pharma,Averitas Pharma,NA,NA,unknown,self_alias,0.94,self
avexa,Avexa,NA,NA,unknown,self_alias,0.94,self
avexis,AveXis,NA,NA,unknown,self_alias,0.94,self
avexxin,Avexxin,NA,NA,unknown,self_alias,0.94,self
avi biopharma,AVI BioPharma,NA,NA,unknown,self_alias,0.94,self
aviadobio,Aviadobio,NA,NA,unknown,self_alias,0.94,self
avid radiopharmaceuticals,Avid Radiopharmaceuticals,NA,NA,unknown,self_alias,0.94,self
